Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
32.827,14824,425.33,-15.592,429.57,15.626,1645.4,2.1276,1645.4,0.074086,60.244,1.035,32,-105.98,9.7458,0.050691,1.0546e-8,-3.8839e-4,3.2804e-6,60107,0,178.52,0.5302,452.59,340.27,5.5277,1.4486,27256318,0,355.82,0.72098,0.72099,0.43385,0.11456,0.17258,0.010813,0.060241,3.3761e-4,0,0,0,0,-1.1094e-6,0.053323,20.32,324.29,81.308,0.11818,5.1667,-56.5,102.22,297.06,0.05,0.56347
32.877,14845,424.55,-15.551,428.8,15.588,1648.5,2.1345,1648.5,0.074188,60.192,1.0731,32,-105.98,9.7457,0.076406,1.062e-8,-1.1164e-4,1.5865e-6,60107,0,178.52,0.5302,452.42,340.27,5.5191,1.4461,2.712e7,0,353.76,0.72168,0.7217,0.43427,0.11453,0.17288,0.016329,0.090266,1.5912e-4,0,0,0,0,-9.1983e-8,0.053227,20.32,324.29,81.312,0.11786,5.26,-56.5,101.88,297.06,0.05,0.56395
32.927,14867,423.77,-15.512,428.02,15.551,1651.5,2.1413,1651.5,0.07429,60.137,1.1001,32,-105.98,9.7456,0.095438,1.079e-8,4.072e-4,3.0327e-6,60107,0,178.52,0.5302,452.29,340.27,5.5126,1.4435,26983822,0,351.71,0.72238,0.7224,0.43469,0.1145,0.17319,0.020424,0.113,-3.073e-4,0,0,0,0,1.2281e-6,0.053131,20.32,324.29,81.31,0.11774,5.3619,-56.5,101.55,297.06,0.05,0.56441
32.977,14888,423,-15.484,427.24,15.52,1654.5,2.1482,1654.5,0.074392,60.083,1.0516,32,-105.98,9.7456,0.070232,1.0447e-8,8.6518e-4,1.6674e-6,60107,0,178.52,0.5302,452.47,340.27,5.5216,1.4408,26845868,0,349.61,0.72312,0.72313,0.43513,0.11447,0.17351,0.015009,0.083218,6.1049e-5,0,0,0,0,5.5649e-6,0.053035,20.32,324.29,81.298,0.1178,5.1899,-56.5,101.22,297.06,0.05,0.56481
33.027,14909,422.22,-15.461,426.47,15.491,1657.5,2.155,1657.5,0.074495,60.032,0.97401,32,-105.98,9.7455,0.026958,1.0483e-8,0.0010975,1.2084e-5,60107,0,178.52,0.5302,452.78,340.27,5.5368,1.4381,26707653,0,347.5,0.72386,0.72386,0.43558,0.11444,0.17384,0.0057464,0.032219,-1.3538e-4,0,0,0,0,8.9883e-6,0.05294,20.32,324.29,81.28,0.11818,4.9274,-56.5,100.89,297.06,0.05,0.56523
33.077,14930,421.45,-15.428,425.7,15.458,1660.5,2.1619,1660.5,0.074597,59.985,0.96501,32,-105.98,9.7454,0.02367,1.1195e-8,0.0011418,1.099e-5,60107,0,178.52,0.5302,452.79,340.27,5.5372,1.4355,26573081,0,345.47,0.72456,0.72457,0.436,0.1144,0.17415,0.0050442,0.027761,3.5409e-4,0,0,0,0,9.7646e-6,0.052844,20.32,324.29,81.26,0.11881,4.9857,-56.5,100.56,297.06,0.05,0.56573
33.127,14951,420.68,-15.399,424.93,15.427,1663.5,2.1687,1663.5,0.074698,59.936,0.92533,32,-105.98,9.7454,0.0017438,9.9902e-9,0.0013342,1.9893e-4,60107,0,178.52,0.5302,452.93,340.27,5.5441,1.4329,26437952,0,343.42,0.72528,0.72528,0.43644,0.11437,0.17447,3.7106e-4,0.0021803,1.9171e-4,0,0,0,0,1.338e-5,0.052749,20.32,324.29,81.237,0.11963,4.9246,-56.5,100.24,297.06,0.05,0.56618
33.177,14972,419.91,-15.372,424.16,15.397,1666.5,2.1756,1666.5,0.0748,59.892,0.87783,32,-105.98,9.7453,0.025219,1.0803e-8,-0.0011691,1.6778e-5,60107,0,178.52,0.5302,452.72,340.27,5.5342,1.4302,26302931,0,341.38,0.72601,0.72601,0.43687,0.11434,0.1748,0.0053728,0.029762,2.4336e-5,0,0,0,0,-1.0312e-5,0.052654,20.32,324.29,81.214,0.12064,4.8129,-56.5,99.909,297.06,0.05,0.56667
33.227,14993,419.14,-15.343,423.4,15.366,1669.5,2.1825,1669.5,0.074902,59.849,0.84525,32,-105.98,9.7452,0.043334,1.0722e-8,-0.0010779,1.1257e-5,60107,0,178.52,0.5302,452.56,340.27,5.5259,1.4276,26169040,0,339.36,0.72672,0.72673,0.4373,0.11431,0.17511,0.0092394,0.051421,3.4063e-4,0,0,0,0,-8.7972e-6,0.052559,20.32,324.29,81.194,0.1218,4.7601,-56.5,99.581,297.06,0.05,0.56715
33.277,15014,418.38,-15.316,422.63,15.337,1672.5,2.1894,1672.5,0.075004,59.808,0.80265,32,-105.98,9.7452,0.06752,1.0562e-8,-7.5749e-4,8.9256e-6,60107,0,178.52,0.5302,452.34,340.27,5.515,1.425,26034940,0,337.34,0.72745,0.72746,0.43773,0.11428,0.17544,0.014411,0.079442,3.3514e-4,0,0,0,0,-4.361e-6,0.052465,20.32,324.29,81.177,0.12294,4.6235,-56.5,99.255,297.06,0.05,0.56764
33.327,15035,417.61,-15.293,421.87,15.31,1675.4,2.1962,1675.4,0.075106,59.769,0.72372,32,-105.98,9.7451,0.11395,1.0556e-8,-3.9695e-4,8.0128e-6,60107,0,178.52,0.5302,451.95,340.27,5.4958,1.4223,25899478,0,335.29,0.72821,0.72824,0.43818,0.11425,0.17578,0.024377,0.1342,-2.4798e-4,0,0,0,0,-1.2022e-6,0.052371,20.32,324.29,81.167,0.12392,4.2786,-56.5,98.929,297.06,0.05,0.56809
33.377,15056,416.85,-15.266,421.11,15.281,1678.4,2.2031,1678.4,0.075208,59.735,0.67718,32,-105.98,9.7451,0.1403,1.0521e-8,3.4479e-4,6.2995e-6,60107,0,178.52,0.5302,451.7,340.27,5.4836,1.4196,25765227,0,333.27,0.72895,0.729,0.43863,0.11422,0.17611,0.030045,0.16478,-6.9146e-5,0,0,0,0,9.1046e-7,0.052277,20.32,324.29,81.166,0.12478,3.9998,-56.5,98.603,297.06,0.05,0.56853
33.427,15077,416.09,-15.229,420.35,15.245,1681.4,2.21,1681.4,0.075309,59.7,0.69933,32,-105.98,9.745,0.12373,1.1074e-8,9.4776e-4,8.9828e-6,60107,0,178.52,0.5302,451.76,340.27,5.4866,1.417,25633754,0,331.29,0.72967,0.7297,0.43905,0.11418,0.17643,0.026454,0.14549,-4.7255e-4,0,0,0,0,6.9044e-6,0.052183,20.32,324.29,81.178,0.12559,3.9596,-56.5,98.278,297.06,0.05,0.56898
33.477,15097,415.33,-15.181,419.59,15.202,1684.4,2.217,1684.4,0.075411,59.664,0.80325,32,-105.98,9.7449,0.054785,1.1251e-8,0.0014804,1.5189e-5,60107,0,178.52,0.5302,452.2,340.27,5.5084,1.4146,25505673,0,329.36,0.73034,0.73034,0.43945,0.11416,0.17673,0.011657,0.063749,-3.6795e-4,0,0,0,0,1.6903e-5,0.052089,20.32,324.29,81.2,0.12633,4.2266,-56.5,97.954,297.06,0.05,0.56948
33.527,15118,414.57,-15.133,418.83,15.16,1687.4,2.2239,1687.4,0.075513,59.62,0.90039,32,-105.98,9.7449,0.01163,1.0925e-8,-0.0014544,5.1612e-5,60107,0,178.52,0.5302,452.45,340.27,5.5209,1.4121,25377756,0,327.44,0.73101,0.73101,0.43985,0.11413,0.17704,0.0024665,0.013834,2.5783e-4,0,0,0,0,-1.6371e-5,0.051996,20.32,324.29,81.227,0.12694,4.4515,-56.5,97.63,297.06,0.05,0.56996
33.577,15139,413.81,-15.093,418.08,15.123,1690.4,2.2308,1690.4,0.075615,59.574,0.9488,32,-105.98,9.7448,0.047674,1.0639e-8,-0.0013676,1.2204e-5,60107,0,178.52,0.5302,452.11,340.27,5.5041,1.4096,25248311,0,325.5,0.73171,0.73172,0.44026,0.11409,0.17736,0.010124,0.05574,4.2213e-4,0,0,0,0,-1.4528e-5,0.051902,20.32,324.29,81.253,0.12729,4.4509,-56.5,97.307,297.06,0.05,0.57034
33.627,15160,413.06,-15.046,417.33,15.083,1693.3,2.2378,1693.3,0.075717,59.525,1.0509,32,-105.98,9.7447,0.11818,1.062e-8,-0.0010326,5.7669e-6,60107,0,178.52,0.5302,451.52,340.27,5.4748,1.4072,25122123,0,323.64,0.73238,0.73241,0.44066,0.11407,0.17766,0.025183,0.13806,2.9324e-4,0,0,0,0,-8.3104e-6,0.051809,20.32,324.29,81.275,0.12734,4.7439,-56.5,96.985,297.06,0.05,0.57062
33.677,15180,412.31,-15.011,416.57,15.049,1696.3,2.2447,1696.3,0.075819,59.47,1.0677,32,-105.98,9.7447,0.13385,1.04e-8,-2.7492e-4,5.2826e-6,60107,0,178.52,0.5302,451.32,340.27,5.465,1.4047,24993473,0,321.71,0.73309,0.73313,0.44108,0.11403,0.17798,0.028522,0.1561,1.2531e-4,0,0,0,0,-5.9118e-7,0.051716,20.32,324.29,81.287,0.12713,4.7116,-56.5,96.663,297.06,0.05,0.5709
33.727,15201,411.56,-14.98,415.82,15.017,1699.3,2.2517,1699.3,0.075921,59.418,1.056,32,-105.98,9.7446,0.13066,1.0548e-8,1.7969e-4,5.4238e-6,60107,0,178.52,0.5302,451.25,340.27,5.4616,1.4021,24864730,0,319.78,0.73381,0.73384,0.4415,0.114,0.1783,0.027809,0.152,-4.5922e-5,0,0,0,0,2.5349e-7,0.051624,20.32,324.29,81.288,0.12664,4.6088,-56.5,96.341,297.06,0.05,0.57122
33.777,15221,410.81,-14.947,415.08,14.985,1702.3,2.2586,1702.3,0.076023,59.365,1.0625,32,-105.98,9.7446,0.13853,1.0975e-8,8.8465e-4,6.6856e-6,60107,0,178.52,0.5302,451.1,340.27,5.4541,1.3996,24738131,0,317.89,0.73449,0.73453,0.44191,0.11396,0.17862,0.029466,0.16092,2.7605e-4,0,0,0,0,6.1657e-6,0.051531,20.32,324.29,81.278,0.12592,4.6806,-56.5,96.021,297.06,0.05,0.57149
33.827,15242,410.06,-14.919,414.33,14.954,1705.2,2.2656,1705.2,0.076125,59.312,1.0353,32,-105.98,9.7445,0.12372,1.0854e-8,0.0014514,6.5925e-6,60107,0,178.52,0.5302,451.11,340.27,5.4545,1.3971,24611228,0,315.95,0.7351,0.73514,0.44232,0.11384,0.17894,0.026265,0.14374,1.8376e-4,0,0,0,0,1.6657e-5,0.051439,20.32,324.29,81.257,0.12518,4.6599,-56.5,95.7,297.06,0.05,0.57181
33.877,15262,409.32,-14.887,413.59,14.923,1708.2,2.2726,1708.2,0.076227,59.261,1.032,32,-105.98,9.7444,0.12387,1.1255e-8,0.0019788,7.2726e-6,60107,0,178.52,0.5302,451,340.27,5.4495,1.3947,24486554,0,314.06,0.7357,0.73573,0.44272,0.11373,0.17925,0.026267,0.14302,-3.2012e-4,0,0,0,0,3.1068e-5,0.051347,20.32,324.29,81.225,0.1245,4.824,-56.5,95.381,297.06,0.05,0.57207
33.927,15283,408.57,-14.854,412.84,14.891,1711.1,2.2796,1711.1,0.076328,59.209,1.0431,32,-105.98,9.7444,0.13301,1.1596e-8,0.0025624,8.1144e-6,60107,0,178.52,0.5302,450.84,340.27,5.4412,1.3923,24364233,0,312.21,0.73627,0.73631,0.44311,0.11361,0.17955,0.028187,0.15323,1.4269e-4,0,0,0,0,5.2271e-5,0.051255,20.32,324.29,81.184,0.12386,5.1273,-56.5,95.064,297.06,0.05,0.57233
33.977,15303,407.83,-14.831,412.1,14.864,1714.1,2.2866,1714.1,0.07643,59.157,0.99275,32,-105.98,9.7443,0.10005,1.0241e-8,0.0031472,9.2319e-6,60107,0,178.52,0.5302,450.97,340.27,5.4477,1.3899,24245933,0,310.39,0.73688,0.7369,0.44351,0.1135,0.17987,0.021134,0.11456,1.6563e-4,0,0,0,0,7.9131e-5,0.051163,20.32,324.29,81.133,0.12329,5.1973,-56.5,94.77,297.06,0.05,0.57262
34.027,15324,407.09,-14.812,411.36,14.84,1717.1,2.2935,1717.1,0.076532,59.11,0.91888,32,-105.98,9.7442,0.049782,1.0079e-8,0.0034167,2.3208e-5,60107,0,178.52,0.5302,451.22,340.27,5.4603,1.3874,24127427,0,308.57,0.7375,0.7375,0.44392,0.11338,0.18019,0.01047,0.057466,2.4369e-4,0,0,0,0,9.3602e-5,0.051072,20.32,324.29,81.074,0.12283,5.1903,-56.5,94.476,297.06,0.05,0.57287
34.077,15344,406.35,-14.797,410.62,14.819,1720,2.3005,1720,0.076634,59.066,0.81999,32,-105.98,9.7442,0.019323,9.6749e-9,-0.0035557,7.4655e-5,60107,0,178.52,0.5302,451.33,340.27,5.4654,1.3848,24008439,0,306.75,0.73812,0.73813,0.44434,0.11326,0.18053,0.0040508,0.022129,2.9054e-5,0,0,0,0,-1.0174e-4,0.05098,20.32,324.29,81.01,0.12247,5.0762,-56.5,94.183,297.06,0.05,0.57313
34.127,15364,405.61,-14.779,409.88,14.798,1723,2.3076,1723,0.076736,59.028,0.73827,32,-105.98,9.7441,0.077205,8.8178e-9,-0.0032571,2.1966e-5,60107,0,178.52,0.5302,450.77,340.27,5.4379,1.3823,2.389e7,0,304.95,0.73875,0.73876,0.44475,0.11314,0.18085,0.016218,0.088248,1.2889e-4,0,0,0,0,-8.5681e-5,0.050889,20.32,324.29,80.949,0.12229,5.0226,-56.5,93.89,297.06,0.05,0.57342
34.177,15384,404.87,-14.754,409.15,14.771,1725.9,2.3146,1725.9,0.076837,58.992,0.71096,32,-105.98,9.7441,0.097201,1.0651e-8,-0.0029053,1.4968e-5,60107,0,178.52,0.5302,450.49,340.27,5.4244,1.38,23775191,0,303.2,0.73934,0.73936,0.44514,0.11303,0.18116,0.020414,0.11125,-3.3214e-4,0,0,0,0,-6.8407e-5,0.050798,20.32,324.29,80.893,0.12239,5.205,-56.5,93.598,297.06,0.05,0.57368
34.227,15405,404.14,-14.726,408.41,14.743,1728.9,2.3216,1728.9,0.076939,58.956,0.705,32,-105.98,9.744,0.10188,1.0856e-8,-0.0024724,1.2297e-5,60107,0,178.52,0.5302,450.33,340.27,5.4165,1.3776,23660842,0,301.47,0.73992,0.73994,0.44553,0.11292,0.18147,0.021372,0.11586,8.7904e-5,0,0,0,0,-4.9709e-5,0.050708,20.32,324.29,80.844,0.12276,5.4399,-56.5,93.306,297.06,0.05,0.57394
34.277,15425,403.4,-14.698,407.68,14.715,1731.8,2.3286,1731.8,0.07704,58.921,0.69684,32,-105.98,9.7439,0.1077,1.0577e-8,-0.0020633,1.026e-5,60107,0,178.52,0.5302,450.16,340.27,5.4079,1.3752,23546397,0,299.73,0.74051,0.74054,0.44592,0.1128,0.18179,0.022567,0.12218,-9.1828e-5,0,0,0,0,-3.4739e-5,0.050617,20.32,324.29,80.804,0.12333,5.6112,-56.5,93.015,297.06,0.05,0.57419
34.327,15445,402.67,-14.678,406.95,14.692,1734.8,2.3356,1734.8,0.077142,58.887,0.6329,32,-105.98,9.7439,0.15304,1.0138e-8,-0.0015744,8.5194e-6,60107,0,178.52,0.5302,449.68,340.27,5.3841,1.3727,23429281,0,297.95,0.74115,0.7412,0.44634,0.11268,0.18212,0.0321,0.17288,4.1752e-4,0,0,0,0,-2.0302e-5,0.050527,20.32,324.29,80.771,0.12399,5.4357,-56.5,92.725,297.06,0.05,0.57453
34.377,15465,401.93,-14.657,406.22,14.669,1737.7,2.3427,1737.7,0.077243,58.858,0.57852,32,-105.98,9.7438,0.19134,1.0493e-8,-7.9761e-4,6.9136e-6,60107,0,178.52,0.5302,449.24,340.27,5.3627,1.3701,23312333,0,296.18,0.74179,0.74187,0.44676,0.11256,0.18247,0.040158,0.21509,-4.776e-4,0,0,0,0,-5.2302e-6,0.050436,20.32,324.29,80.75,0.12468,5.2242,-56.5,92.435,297.06,0.05,0.57485
34.427,15485,401.2,-14.622,405.49,14.635,1740.6,2.3497,1740.6,0.077344,58.828,0.62121,32,-105.98,9.7437,0.15901,1.0359e-8,-3.6989e-5,8.9851e-6,60107,0,178.52,0.5302,449.34,340.27,5.3674,1.3678,2.32e7,0,294.47,0.74237,0.74243,0.44715,0.11245,0.18278,0.033253,0.17822,2.2274e-4,0,0,0,0,-1.1286e-8,0.050347,20.32,324.29,80.742,0.12554,5.4259,-56.5,92.145,297.06,0.05,0.57513
34.477,15505,400.47,-14.584,404.76,14.6,1743.6,2.3568,1743.6,0.077446,58.795,0.67429,32,-105.98,9.7437,0.11765,1.0334e-8,4.4163e-4,9.6691e-6,60107,0,178.52,0.5302,449.5,340.27,5.3754,1.3654,23087206,0,292.76,0.74296,0.74299,0.44754,0.11233,0.18309,0.024502,0.13138,4.3846e-4,0,0,0,0,1.6144e-6,0.050257,20.32,324.29,80.746,0.12652,5.6135,-56.5,91.856,297.06,0.05,0.57541
34.527,15525,399.74,-14.55,404.04,14.567,1746.5,2.3638,1746.5,0.077547,58.761,0.70249,32,-105.98,9.7436,0.093366,1.0301e-8,8.8659e-4,9.0175e-6,60107,0,178.52,0.5302,449.52,340.27,5.3767,1.363,22973598,0,291.03,0.74357,0.74359,0.44794,0.11222,0.18342,0.019382,0.10439,1.5926e-4,0,0,0,0,6.53e-6,0.050167,20.32,324.29,80.758,0.1274,5.6139,-56.5,91.568,297.06,0.05,0.57568
34.577,15545,399.02,-14.523,403.31,14.539,1749.5,2.3709,1749.5,0.077649,58.726,0.69009,32,-105.98,9.7436,0.098731,1.0662e-8,0.0012012,8.7987e-6,60107,0,178.52,0.5302,449.32,340.27,5.3664,1.3604,22858169,0,289.28,0.74422,0.74424,0.44836,0.11209,0.18377,0.020463,0.10962,1.4046e-4,0,0,0,0,1.2033e-5,0.050078,20.32,324.29,80.777,0.12811,5.3591,-56.5,91.28,297.06,0.05,0.57595
34.627,15565,398.29,-14.492,402.59,14.508,1752.4,2.378,1752.4,0.07775,58.692,0.69983,32,-105.98,9.7435,0.086991,1.0405e-8,0.0016587,8.9028e-6,60107,0,178.52,0.5302,449.23,340.27,5.3624,1.3579,22743843,0,287.54,0.74486,0.74488,0.44878,0.11197,0.18411,0.017982,0.096438,-3.8267e-4,0,0,0,0,2.3027e-5,0.049988,20.32,324.29,80.803,0.12869,5.1728,-56.5,90.992,297.06,0.05,0.57622
34.677,15585,397.57,-14.449,401.87,14.471,1755.3,2.3851,1755.3,0.077852,58.655,0.78688,32,-105.98,9.7434,0.015349,1.037e-8,0.0018644,4.8194e-5,60107,0,178.52,0.5302,449.62,340.27,5.3813,1.3556,22633508,0,285.88,0.74544,0.74544,0.44916,0.11186,0.18442,0.0031534,0.016593,-2.3922e-4,0,0,0,0,2.9193e-5,0.049899,20.32,324.29,80.835,0.12924,5.3806,-56.5,90.705,297.06,0.05,0.57649
34.727,15605,396.85,-14.41,401.15,14.435,1758.3,2.3922,1758.3,0.077953,58.613,0.8597,32,-105.98,9.7434,0.046771,1.0293e-8,-0.0017486,1.2772e-5,60107,0,178.52,0.5302,449.22,340.27,5.3615,1.3532,22522977,0,284.21,0.74604,0.74604,0.44955,0.11175,0.18474,0.009609,0.051906,-1.53e-4,0,0,0,0,-2.5768e-5,0.04981,20.32,324.29,80.868,0.12973,5.515,-56.5,90.419,297.06,0.05,0.57676
34.777,15625,396.13,-14.375,400.43,14.403,1761.2,2.3993,1761.2,0.078055,58.569,0.90156,32,-105.98,9.7433,0.085265,1.0601e-8,-0.0015165,6.004e-6,60107,0,178.52,0.5302,448.75,340.27,5.3388,1.3508,22411600,0,282.54,0.74665,0.74667,0.44994,0.11163,0.18507,0.017524,0.093463,3.6354e-4,0,0,0,0,-1.9451e-5,0.049722,20.32,324.29,80.898,0.13008,5.5028,-56.5,90.133,297.06,0.05,0.57703
34.827,15645,395.41,-14.343,399.72,14.373,1764.1,2.4064,1764.1,0.078156,58.523,0.91877,32,-105.98,9.7433,0.10458,1.0221e-8,-0.0011346,4.8627e-6,60107,0,178.52,0.5302,448.43,340.27,5.3228,1.3484,2.23e7,0,280.86,0.74728,0.7473,0.45035,0.11151,0.18541,0.021474,0.11459,-4.7515e-4,0,0,0,0,-1.0928e-5,0.049633,20.32,324.29,80.922,0.13023,5.3993,-56.5,89.848,297.06,0.05,0.5773
34.877,15664,394.69,-14.32,399,14.347,1767,2.4135,1767,0.078258,58.478,0.8811,32,-105.98,9.7432,0.080456,1.08e-8,-7.5939e-4,1.9798e-6,60107,0,178.52,0.5302,448.42,340.27,5.3223,1.3458,22186318,0,279.13,0.74794,0.74795,0.45078,0.11139,0.18577,0.016461,0.087724,-8.0522e-5,0,0,0,0,-4.9142e-6,0.049544,20.32,324.29,80.939,0.13018,5.0365,-56.5,89.563,297.06,0.05,0.57757
34.927,15684,393.98,-14.291,398.29,14.319,1770,2.4207,1770,0.078359,58.435,0.88877,32,-105.98,9.7431,0.091615,1.0296e-8,-5.5414e-4,2.9042e-6,60107,0,178.52,0.5302,448.15,340.27,5.309,1.3433,22075755,0,277.47,0.74856,0.74858,0.45118,0.11127,0.18611,0.018717,0.099132,2.6204e-4,0,0,0,0,-2.6263e-6,0.049456,20.32,324.29,80.95,0.13004,4.9586,-56.5,89.279,297.06,0.05,0.57787
34.977,15704,393.26,-14.258,397.57,14.288,1772.9,2.4278,1772.9,0.078461,58.389,0.92684,32,-105.98,9.7431,0.12683,1.0405e-8,-8.7016e-5,9.0107e-7,60107,0,178.52,0.5302,447.71,340.27,5.2872,1.341,21967586,0,275.86,0.74915,0.74919,0.45156,0.11116,0.18643,0.025914,0.13698,4.7224e-4,0,0,0,0,-6.4984e-8,0.049368,20.32,324.29,80.956,0.12993,5.1017,-56.5,88.995,297.06,0.05,0.57816
35.027,15723,392.55,-14.229,396.86,14.259,1775.8,2.4349,1775.8,0.078562,58.342,0.93736,32,-105.98,9.743,0.13983,1.0337e-8,3.7416e-4,1.4689e-6,60107,0,178.52,0.5302,447.42,340.27,5.2732,1.3386,21858948,0,274.23,0.74976,0.7498,0.45195,0.11104,0.18676,0.028533,0.15075,-4.4617e-4,0,0,0,0,1.2057e-6,0.04928,20.32,324.29,80.954,0.12982,5.14,-56.5,88.712,297.06,0.05,0.57847
35.077,15743,391.84,-14.204,396.15,14.234,1778.7,2.4421,1778.7,0.078664,58.295,0.91385,32,-105.98,9.743,0.12476,1.0431e-8,8.8199e-4,3.0843e-6,60107,0,178.52,0.5302,447.34,340.27,5.2692,1.3362,2.175e7,0,272.59,0.75038,0.75042,0.45236,0.11092,0.1871,0.025378,0.13409,-3.9051e-6,0,0,0,0,6.7244e-6,0.049192,20.32,324.29,80.942,0.12954,5.0458,-56.5,88.429,297.06,0.05,0.57874
35.127,15763,391.13,-14.184,395.44,14.21,1781.6,2.4492,1781.6,0.078765,58.251,0.86787,32,-105.98,9.7429,0.090325,1.0447e-8,0.0012377,5.8754e-6,60107,0,178.52,0.5302,447.4,340.27,5.2722,1.3337,2.164e7,0,270.93,0.75102,0.75103,0.45276,0.1108,0.18745,0.018294,0.096254,-3.2954e-4,0,0,0,0,1.3291e-5,0.049105,20.32,324.29,80.923,0.12913,4.867,-56.5,88.147,297.06,0.05,0.57902
35.177,15782,390.42,-14.159,394.74,14.185,1784.5,2.4564,1784.6,0.078867,58.208,0.85442,32,-105.98,9.7428,0.081855,1.072e-8,0.001504,7.794e-6,60107,0,178.52,0.5302,447.27,340.27,5.2659,1.3313,21533014,0,269.33,0.75162,0.75164,0.45315,0.11069,0.18778,0.016534,0.087362,4.4502e-4,0,0,0,0,1.9695e-5,0.049017,20.32,324.29,80.898,0.12871,4.9105,-56.5,87.866,297.06,0.05,0.57928
35.227,15802,389.71,-14.132,394.03,14.158,1787.5,2.4636,1787.5,0.078968,58.165,0.86599,32,-105.98,9.7428,0.093759,1.0328e-8,0.0018137,4.9765e-6,60107,0,178.52,0.5302,446.99,340.27,5.2522,1.3291,21432982,0,267.83,0.7522,0.75222,0.45352,0.11058,0.1881,0.018912,0.099691,-1.0537e-5,0,0,0,0,2.8739e-5,0.04893,20.32,324.29,80.868,0.12846,5.133,-56.5,87.606,297.06,0.05,0.57957
35.277,15821,389.01,-14.106,393.33,14.133,1790.4,2.4708,1790.4,0.07907,58.122,0.87029,32,-105.98,9.7427,0.09932,1.0802e-8,0.0021536,6.7041e-6,60107,0,178.52,0.5302,446.76,340.27,5.2408,1.3268,21333308,0,266.34,0.75278,0.7528,0.45389,0.11047,0.18842,0.019997,0.10435,4.9322e-4,0,0,0,0,4.0657e-5,0.048843,20.32,324.29,80.833,0.1283,5.3496,-56.5,87.347,297.06,0.05,0.57982
35.327,15840,388.3,-14.086,392.62,14.111,1793.3,2.4779,1793.3,0.079171,58.079,0.83191,32,-105.98,9.7427,0.068084,1.0173e-8,0.002475,9.8793e-6,60107,0,178.52,0.5302,446.8,340.27,5.2426,1.3245,21232159,0,264.82,0.75339,0.7534,0.45428,0.11036,0.18875,0.013651,0.071757,2.6937e-4,0,0,0,0,5.3892e-5,0.048756,20.32,324.29,80.791,0.12817,5.35,-56.5,87.088,297.06,0.05,0.58009
35.377,15860,387.6,-14.063,391.92,14.087,1796.2,2.4851,1796.2,0.079272,58.038,0.82221,32,-105.98,9.7426,0.060762,1.0331e-8,0.0026009,1.1574e-5,60107,0,178.52,0.5302,446.66,340.27,5.2357,1.3222,21133077,0,263.34,0.75398,0.75398,0.45465,0.11025,0.18908,0.01215,0.063698,4.6703e-4,0,0,0,0,5.9715e-5,0.048669,20.32,324.29,80.745,0.12808,5.5409,-56.5,86.83,297.06,0.05,0.58036
35.427,15879,386.9,-14.043,391.22,14.065,1799.1,2.4923,1799.1,0.079373,57.997,0.78641,32,-105.98,9.7425,0.030185,1.1106e-8,0.0028697,2.4694e-5,60107,0,178.52,0.5302,446.69,340.27,5.2373,1.3199,21033256,0,261.84,0.75458,0.75458,0.45504,0.11013,0.18941,0.0060107,0.030939,3.6484e-4,0,0,0,0,7.2952e-5,0.048583,20.32,324.29,80.696,0.12805,5.601,-56.5,86.571,297.06,0.05,0.58064
35.477,15899,386.19,-14.03,390.52,14.048,1802,2.4995,1802,0.079475,57.96,0.70958,32,-105.98,9.7425,0.037497,1.0484e-8,-0.0028001,2.6745e-5,60107,0,178.52,0.5302,446.42,340.27,5.2238,1.3174,20931611,0,260.31,0.75522,0.75522,0.45544,0.11001,0.18976,0.0074518,0.039461,-3.1756e-5,0,0,0,0,-6.9717e-5,0.048496,20.32,324.29,80.644,0.12814,5.4039,-56.5,86.314,297.06,0.05,0.58089
35.527,15918,385.49,-14.013,389.82,14.028,1804.9,2.5067,1804.9,0.079576,57.926,0.65783,32,-105.98,9.7424,0.083613,1.021e-8,-0.0026073,1.3134e-5,60107,0,178.52,0.5302,445.85,340.27,5.1957,1.3151,20831566,0,258.81,0.75583,0.75585,0.45583,0.1099,0.19011,0.016624,0.08683,-1.1682e-4,0,0,0,0,-6.0666e-5,0.04841,20.32,324.29,80.595,0.1283,5.3442,-56.5,86.057,297.06,0.05,0.58115
