Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
197.78,15777,-43.074,0.14453,43.146,0.14892,3547.8,12.264,3547.8,0.19806,4.9668,0.03589,32,-105.96,9.7427,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14524,2343461,0,594.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053855,NaN,NaN,NaN,NaN,4.8514,-56.5,87.653,297.06,0.5,0.86346
198.28,15755,-43.002,0.14421,43.074,0.14866,3545.3,12.263,3545.3,0.19818,4.9488,0.036128,32,-105.96,9.7428,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.145,2347334,0,594.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053763,NaN,NaN,NaN,NaN,4.8326,-56.5,87.945,297.06,0.5,0.86349
198.78,15734,-42.929,0.14643,43.005,0.18169,3542.8,12.262,3542.8,0.19831,5.0026,0.10757,32,-105.96,9.7429,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14477,2351814,0,594.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053671,NaN,NaN,NaN,NaN,5.4397,-56.5,88.255,297.06,0.5,0.86352
199.28,15712,-42.854,0.14815,42.935,0.22257,3540.3,12.261,3540.3,0.19844,5.0856,0.16609,32,-105.96,9.7429,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14453,2356250,0,594.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053592,NaN,NaN,NaN,NaN,5.7465,-56.5,88.565,297.06,0.5,0.86354
199.78,15691,-42.779,0.15035,42.869,0.29627,3537.7,12.261,3537.7,0.19857,5.2132,0.25529,32,-105.96,9.743,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14431,2360861,0,594.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053518,NaN,NaN,NaN,NaN,6.2144,-56.5,88.874,297.06,0.5,0.86357
200.28,15669,-42.706,0.14664,42.78,0.15783,3535.1,12.26,3535.1,0.1987,5.2424,0.058381,32,-105.96,9.7431,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14401,2364134,0,594.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053452,NaN,NaN,NaN,NaN,5.4887,-56.5,89.183,297.06,0.5,0.8636
200.78,15648,-42.633,0.14697,42.708,0.17008,3532.5,12.259,3532.5,0.19883,5.2852,0.085595,32,-105.96,9.7431,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14377,2368287,0,594.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053368,NaN,NaN,NaN,NaN,5.6349,-56.5,89.491,297.06,0.5,0.86363
201.28,15627,-42.559,0.14682,42.634,0.17725,3529.8,12.258,3529.9,0.19897,5.2356,0.099312,32,-105.96,9.7432,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14352,2372346,0,594.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053287,NaN,NaN,NaN,NaN,4.8798,-56.5,89.799,297.06,0.5,0.86365
201.78,15605,-42.486,0.1461,42.56,0.1562,3527.2,12.257,3527.2,0.1991,5.2079,0.055257,32,-105.96,9.7433,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14327,2376283,0,594.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053187,NaN,NaN,NaN,NaN,5.0204,-56.5,90.106,297.06,0.5,0.86368
202.28,15584,-42.413,0.14613,42.489,0.18646,3524.6,12.256,3524.7,0.19923,5.15,0.11582,32,-105.96,9.7433,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14303,2380393,0,594.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053092,NaN,NaN,NaN,NaN,4.7329,-56.5,90.412,297.06,0.5,0.86371
202.78,15563,-42.34,0.14564,42.417,0.19735,3522.1,12.255,3522.1,0.19937,5.0835,0.13317,32,-105.96,9.7434,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14279,2384393,0,594.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052991,NaN,NaN,NaN,NaN,4.6014,-56.5,90.718,297.06,0.5,0.86374
203.28,15542,-42.268,0.14422,42.341,0.15601,3519.5,12.255,3519.5,0.1995,5.1132,0.0595,32,-105.96,9.7434,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14253,2388167,0,594.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052888,NaN,NaN,NaN,NaN,5.3607,-56.5,91.024,297.06,0.5,0.86376
203.78,15521,-42.196,0.14332,42.268,0.14346,3517,12.254,3517,0.19963,5.1164,0.0064431,32,-105.96,9.7435,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14229,2392038,0,594.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052805,NaN,NaN,NaN,NaN,5.1631,-56.5,91.329,297.06,0.5,0.86379
204.28,15500,-42.125,0.14272,42.197,0.14908,3514.4,12.253,3514.4,0.19976,5.138,0.043072,32,-105.96,9.7436,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14205,2395971,0,594.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052718,NaN,NaN,NaN,NaN,5.3225,-56.5,91.633,297.06,0.5,0.86382
204.78,15479,-42.054,0.14185,42.125,0.1455,3511.8,12.252,3511.9,0.19989,5.1218,0.032384,32,-105.96,9.7436,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14181,2399833,0,594.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052636,NaN,NaN,NaN,NaN,5.0222,-56.5,91.937,297.06,0.5,0.86385
205.28,15458,-41.984,0.14105,42.054,0.14513,3509.3,12.251,3509.3,0.20002,5.1047,0.034185,32,-105.96,9.7437,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14157,2403702,0,594.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052545,NaN,NaN,NaN,NaN,4.9984,-56.5,92.241,297.06,0.5,0.86387
205.78,15437,-41.913,0.14121,41.988,0.20537,3506.8,12.25,3506.8,0.20015,5.0301,0.14912,32,-105.96,9.7438,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14135,2407796,0,594.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052455,NaN,NaN,NaN,NaN,4.4934,-56.5,92.544,297.06,0.5,0.8639
206.28,15416,-41.843,0.13974,41.916,0.17782,3504.2,12.249,3504.2,0.20028,5.0851,0.10998,32,-105.96,9.7438,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1411,2411510,0,594.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052354,NaN,NaN,NaN,NaN,5.5185,-56.5,92.846,297.06,0.5,0.86393
206.78,15395,-41.774,0.13847,41.845,0.16434,3501.7,12.249,3501.7,0.20041,5.0409,0.088506,32,-105.96,9.7439,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14086,2415241,0,593.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052279,NaN,NaN,NaN,NaN,4.7323,-56.5,93.148,297.06,0.5,0.86396
207.28,15374,-41.705,0.13784,41.776,0.1789,3499.2,12.248,3499.2,0.20054,4.9838,0.11404,32,-105.96,9.744,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14063,2419108,0,593.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052186,NaN,NaN,NaN,NaN,4.5806,-56.5,93.449,297.06,0.5,0.86398
207.78,15353,-41.637,0.13664,41.706,0.15599,3496.7,12.247,3496.7,0.20067,5.0215,0.075258,32,-105.96,9.744,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1404,2422826,0,593.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052089,NaN,NaN,NaN,NaN,5.3233,-56.5,93.75,297.06,0.5,0.86401
208.28,15332,-41.568,0.13651,41.641,0.19486,3494.2,12.246,3494.2,0.20081,5.091,0.13905,32,-105.96,9.7441,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.14018,2426787,0,593.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052014,NaN,NaN,NaN,NaN,5.6291,-56.5,94.051,297.06,0.5,0.86405
208.78,15312,-41.501,0.13507,41.571,0.17148,3491.6,12.245,3491.6,0.20094,5.1438,0.10565,32,-105.96,9.7441,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13994,2430429,0,593.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051944,NaN,NaN,NaN,NaN,5.5572,-56.5,94.351,297.06,0.5,0.86408
209.28,15291,-41.434,0.13385,41.502,0.15066,3489,12.244,3489,0.20107,5.1784,0.069171,32,-105.96,9.7442,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13971,2434097,0,593.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051873,NaN,NaN,NaN,NaN,5.456,-56.5,94.65,297.06,0.5,0.86411
209.78,15270,-41.367,0.13395,41.439,0.20685,3486.4,12.244,3486.5,0.20121,5.0996,0.15762,32,-105.96,9.7443,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1395,2438069,0,593.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051798,NaN,NaN,NaN,NaN,4.5387,-56.5,94.949,297.06,0.5,0.86413
210.28,15249,-41.3,0.1331,41.367,0.13532,3483.9,12.243,3483.9,0.20134,5.0874,0.024368,32,-105.96,9.7443,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13925,2441825,0,593.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00517,NaN,NaN,NaN,NaN,5.0189,-56.5,95.261,297.06,0.5,0.86416
210.78,15229,-41.233,0.13501,41.302,0.16583,3481.4,12.242,3481.4,0.20147,5.0392,0.096299,32,-105.96,9.7444,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13904,2446247,0,593.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051616,NaN,NaN,NaN,NaN,4.7062,-56.5,95.583,297.06,0.5,0.86419
211.28,15208,-41.164,0.13709,41.24,0.23198,3478.9,12.241,3478.9,0.20161,4.9457,0.18714,32,-105.96,9.7445,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13883,2450786,0,594.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051523,NaN,NaN,NaN,NaN,4.2796,-56.5,95.905,297.06,0.5,0.86422
211.78,15188,-41.096,0.1368,41.17,0.20595,3476.4,12.24,3476.4,0.20174,5.0227,0.15395,32,-105.96,9.7445,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13859,2454812,0,593.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005142,NaN,NaN,NaN,NaN,5.6083,-56.5,96.226,297.06,0.5,0.86424
212.28,15167,-41.028,0.13582,41.097,0.15515,3473.9,12.239,3473.9,0.20187,5.0602,0.074995,32,-105.96,9.7446,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13835,2458667,0,593.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051352,NaN,NaN,NaN,NaN,5.3557,-56.5,96.547,297.06,0.5,0.86427
212.78,15147,-40.959,0.13714,41.035,0.22317,3471.3,12.239,3471.3,0.202,5.1482,0.17606,32,-105.96,9.7447,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13814,2463081,0,594.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051277,NaN,NaN,NaN,NaN,5.8123,-56.5,96.867,297.06,0.5,0.8643
213.28,15126,-40.891,0.13647,40.966,0.22503,3468.8,12.238,3468.8,0.20214,5.0587,0.17893,32,-105.96,9.7447,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1379,2467049,0,593.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051211,NaN,NaN,NaN,NaN,4.4275,-56.5,97.187,297.06,0.5,0.86436
213.78,15106,-40.823,0.13565,40.897,0.2153,3466.2,12.237,3466.3,0.20227,4.9751,0.16719,32,-105.96,9.7448,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13767,2470980,0,593.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051109,NaN,NaN,NaN,NaN,4.3877,-56.5,97.506,297.06,0.5,0.86439
214.28,15085,-40.756,0.1343,40.826,0.17062,3463.7,12.236,3463.8,0.2024,5.0277,0.10523,32,-105.96,9.7448,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13743,2474766,0,593.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051008,NaN,NaN,NaN,NaN,5.4309,-56.5,97.825,297.06,0.5,0.86442
214.78,15065,-40.689,0.13465,40.762,0.22087,3461.3,12.235,3461.3,0.20254,4.9402,0.17508,32,-105.96,9.7449,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13722,2478944,0,593.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050937,NaN,NaN,NaN,NaN,4.3262,-56.5,98.143,297.06,0.5,0.86444
215.28,15045,-40.623,0.13277,40.691,0.15695,3458.8,12.234,3458.8,0.20267,4.9821,0.083701,32,-105.96,9.745,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13698,2482592,0,593.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050836,NaN,NaN,NaN,NaN,5.3057,-56.5,98.461,297.06,0.5,0.86447
215.78,15024,-40.557,0.13202,40.623,0.14417,3456.3,12.234,3456.3,0.2028,5.011,0.057927,32,-105.96,9.745,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13675,2486476,0,593.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050764,NaN,NaN,NaN,NaN,5.241,-56.5,98.778,297.06,0.5,0.8645
216.28,15004,-40.49,0.1331,40.564,0.22877,3453.7,12.233,3453.8,0.20294,5.1041,0.18607,32,-105.96,9.7451,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13655,2490808,0,593.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050689,NaN,NaN,NaN,NaN,5.7956,-56.5,99.095,297.06,0.5,0.86452
216.78,14984,-40.425,0.13023,40.49,0.13085,3451.2,12.232,3451.2,0.20307,5.1104,0.012734,32,-105.96,9.7452,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1363,2494191,0,593.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050627,NaN,NaN,NaN,NaN,5.1768,-56.5,99.411,297.06,0.5,0.86455
217.28,14964,-40.359,0.13123,40.431,0.22317,3448.7,12.231,3448.7,0.20321,5.0202,0.18052,32,-105.96,9.7452,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.1361,2498476,0,593.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050549,NaN,NaN,NaN,NaN,4.392,-56.5,99.727,297.06,0.5,0.86458
217.78,14943,-40.295,0.12868,40.359,0.13064,3446.2,12.23,3446.2,0.20334,5.0089,0.022525,32,-105.96,9.7453,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13586,2501910,0,593.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005045,NaN,NaN,NaN,NaN,4.9485,-56.5,100.04,297.06,0.5,0.86461
218.28,14923,-40.231,0.1281,40.295,0.12927,3443.7,12.23,3443.7,0.20348,5.0002,0.017306,32,-105.96,9.7453,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13565,2505775,0,593.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050369,NaN,NaN,NaN,NaN,4.9586,-56.5,100.36,297.06,0.5,0.86463
218.78,14903,-40.165,0.13102,40.245,0.29106,3441.1,12.229,3441.1,0.20361,5.1302,0.2599,32,-105.96,9.7454,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13548,2510522,0,593.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050288,NaN,NaN,NaN,NaN,6.0793,-56.5,100.67,297.06,0.5,0.86466
219.28,14883,-40.102,0.12595,40.165,0.126,3438.6,12.228,3438.6,0.20375,5.1319,0.003325,32,-105.96,9.7455,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13521,2513338,0,593.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050236,NaN,NaN,NaN,NaN,5.1639,-56.5,100.98,297.06,0.5,0.86469
219.78,14863,-40.04,0.12548,40.102,0.12578,3436,12.227,3436,0.20389,5.1363,0.0087934,32,-105.96,9.7455,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.135,2517179,0,593.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050159,NaN,NaN,NaN,NaN,5.1877,-56.5,101.3,297.06,0.5,0.86472
220.28,14843,-39.977,0.12491,40.04,0.12492,3433.4,12.226,3433.4,0.20403,5.1353,0.0018624,32,-105.96,9.7456,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13479,2520994,0,593.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050084,NaN,NaN,NaN,NaN,5.1488,-56.5,101.61,297.06,0.5,0.86474
220.78,14823,-39.915,0.1246,39.978,0.1439,3430.8,12.226,3430.9,0.20417,5.1713,0.071989,32,-105.96,9.7456,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13458,2524869,0,593.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050007,NaN,NaN,NaN,NaN,5.4469,-56.5,101.92,297.06,0.5,0.86477
221.28,14803,-39.853,0.1236,39.915,0.12496,3428.3,12.225,3428.3,0.20431,5.1621,0.018388,32,-105.96,9.7457,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13437,2528567,0,593.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049939,NaN,NaN,NaN,NaN,5.1169,-56.5,102.23,297.06,0.5,0.8648
221.78,14783,-39.792,0.12306,39.854,0.13466,3425.7,12.224,3425.7,0.20445,5.1348,0.054685,32,-105.96,9.7458,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13416,2532366,0,593.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049861,NaN,NaN,NaN,NaN,4.9612,-56.5,102.54,297.06,0.5,0.86483
222.28,14763,-39.73,0.12232,39.792,0.13161,3423.1,12.223,3423.1,0.20459,5.1105,0.048573,32,-105.96,9.7458,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13395,2536108,0,593.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004978,NaN,NaN,NaN,NaN,4.9588,-56.5,102.85,297.06,0.5,0.86485
222.78,14744,-39.667,0.12591,39.739,0.241,3420.5,12.222,3420.6,0.20473,5.2132,0.2055,32,-105.96,9.7459,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13378,2540953,0,593.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00497,NaN,NaN,NaN,NaN,5.9574,-56.5,103.19,297.06,0.5,0.86488
223.28,14724,-39.605,0.12457,39.668,0.14108,3417.9,12.222,3417.9,0.20487,5.2464,0.066221,32,-105.96,9.7459,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13354,2544653,0,593.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049646,NaN,NaN,NaN,NaN,5.4991,-56.5,103.52,297.06,0.5,0.86491
223.78,14704,-39.542,0.12684,39.612,0.22933,3415.3,12.221,3415.3,0.20502,5.1508,0.19106,32,-105.96,9.746,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13335,2549255,0,593.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049577,NaN,NaN,NaN,NaN,4.4995,-56.5,103.86,297.06,0.5,0.86497
224.28,14684,-39.479,0.12519,39.542,0.13596,3412.8,12.22,3412.8,0.20516,5.1243,0.053026,32,-105.96,9.7461,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13311,2552935,0,593.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049478,NaN,NaN,NaN,NaN,4.958,-56.5,104.19,297.06,0.5,0.86502
224.78,14664,-39.415,0.1275,39.488,0.24965,3410.2,12.219,3410.2,0.2053,5.017,0.21464,32,-105.96,9.7461,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13293,2557599,0,593.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049396,NaN,NaN,NaN,NaN,4.2856,-56.5,104.52,297.06,0.5,0.86506
225.28,14645,-39.351,0.12796,39.428,0.28876,3407.7,12.218,3407.8,0.20543,4.8876,0.25886,32,-105.96,9.7462,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13273,2561872,0,593.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049294,NaN,NaN,NaN,NaN,4.0031,-56.5,104.86,297.06,0.5,0.86509
225.78,14625,-39.289,0.12388,39.352,0.1328,3405.3,12.218,3405.3,0.20557,4.8636,0.047844,32,-105.96,9.7462,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13247,2564998,0,593.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049188,NaN,NaN,NaN,NaN,4.7162,-56.5,105.19,297.06,0.5,0.86512
226.28,14605,-39.228,0.12381,39.29,0.129,3402.9,12.217,3402.9,0.2057,4.8818,0.036236,32,-105.96,9.7463,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13226,2569039,0,593.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049107,NaN,NaN,NaN,NaN,5.0272,-56.5,105.52,297.06,0.5,0.86514
226.78,14586,-39.165,0.12508,39.234,0.21341,3400.4,12.216,3400.4,0.20583,4.9682,0.17291,32,-105.96,9.7464,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13207,2573441,0,593.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049036,NaN,NaN,NaN,NaN,5.5882,-56.5,105.85,297.06,0.5,0.86517
227.28,14566,-39.104,0.123,39.166,0.14501,3397.9,12.215,3398,0.20597,4.9298,0.076806,32,-105.96,9.7464,NaN,NaN,NaN,NaN,60107,0,NaN,NaN,NaN,NaN,NaN,0.13185,2577019,0,593.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048977,NaN,NaN,NaN,NaN,4.6826,-56.5,106.18,297.06,0.5,0.8652
