,Chamber Pressure [psia],O/F Ratio,C-star [m/s],Specific Impulse [s],Chamber Temperature [K],Chamber Density [kg/m^3],Molar Mass [kg/mol],Throat Velocity [m/s],Exit Pressure [psia],gamma,Exit Velocity [m/s],Thrust Coefficient
758,591.6565656565657,2.214141414141414,1377.853640591266,210.77739735516738,3730.001626997568,0.3104288463878713,21.002409564699512,957.298945820814,14.637753644129425,1.2101765876301012,2067.8398644822123,1.5007711162713597
759,601.6161616161617,2.214141414141414,1377.8669433798816,211.1194161575206,3730.1626450425274,0.315652498795599,21.00318826154976,957.2944753951359,14.89041609840506,1.2101390959185365,2067.881883546988,1.5007871226692076
760,611.5757575757576,2.214141414141414,1377.8802274543802,211.4505679799292,3730.323091303153,0.32087611844769104,21.003965751048128,957.2899696700612,15.14317740167757,1.2101022615621384,2067.923874563918,1.500803128785797
761,621.5353535353536,2.214141414141414,1377.8934927002135,211.7713720685934,3730.4829832404052,0.3260997056550568,21.004742054591237,957.2854306417684,15.396035767575297,1.2100660575399225,2067.96583060062,1.5008191297154019
762,631.4949494949495,2.214141414141414,1377.9067390138007,212.0823149933158,3730.6423373475886,0.3313232601947793,21.00551719240196,957.2808601920068,15.648989467113749,1.2100304583723929,2068.007745241505,1.5008351209156028
763,641.4545454545455,2.214141414141414,1377.919966302149,212.38385318582792,3730.8011692808077,0.3365467834084905,21.00629118391402,957.2762600943553,15.902036828488304,1.209995439997692,2068.0496125652753,1.5008510981913497
764,651.4141414141415,2.214141414141414,1377.9331744800975,212.67641523342706,3730.959493824155,0.3417702750560185,21.00706404737702,957.2716320244524,16.155176230719526,1.2099609796929343,2068.0914270827184,1.500867057652802
765,661.3737373737374,2.214141414141414,1377.9463634694591,212.96040397735428,3731.117325009552,0.3469937354137464,21.00783580023187,957.2669775648394,16.408406103792363,1.209927055967967,2068.1331837203948,1.5008829957044076
766,671.3333333333334,2.214141414141414,1377.9595332003016,213.23619841866508,3731.2746761523063,0.3522171647504835,21.008606459088835,957.2622982117751,16.66172492573559,1.2098936484849285,2068.1748777854746,1.5008989090179774
767,681.2929292929293,2.214141414141414,1377.9726836123473,213.5041554583113,3731.4315598980984,0.35744056332792323,21.00937603978481,957.25759545478,16.915131220443303,1.2098607379683872,2068.2165049384835,1.5009147945113654
768,691.2525252525253,2.214141414141414,1377.9858146463675,213.76461148690103,3731.587988266859,0.3626639314009509,21.01014455743218,957.2528704870765,17.168623555811852,1.209828306183517,2068.2580611663852,1.5009306493382977
769,701.2121212121212,2.214141414141414,1377.998926253686,214.01788383906177,3731.743972692445,0.3678872692179854,21.0109120264629,957.2481246520505,17.422200541671145,1.2097963357968093,2068.299542760272,1.5009464708618172
770,711.1717171717172,2.214141414141414,1378.011969715837,214.26427200758502,3731.8995240598456,0.3731105770213187,21.011678460673632,957.2433142553482,17.675861645001184,1.2097647609823514,2068.3409372702354,1.5009623031141133
771,721.1313131313132,2.214141414141414,1378.0250419854485,214.50405932875265,3732.054652739426,0.3783338550473577,21.0124438732624,957.2385299123263,17.929603938438564,1.2097336645281933,2068.382259505757,1.5009780512409912
