Time (s),acceleration,altitude,speed
149.35,-11.28,9072.79,-47.2
149.45,-20.1,9052.08,-46.99
149.46,-20.1,9052.08,-46.99
149.55,-25.01,9060.89,-46.96
149.65,-33.83,9078.09,-47.01
149.75,-24.52,9095.54,-46.91
149.78,-24.52,9095.54,-46.91
149.85,-17.16,9067.5,-46.98
149.95,-10.79,9071.47,-47.22
150.05,-2.94,9052.3,-47.49
150.1,-2.94,9052.3,-47.49
150.15,-14.22,9033.4,-47.84
150.18,-14.22,9033.4,-47.84
150.18,-14.22,9033.4,-47.84
150.18,-14.22,9033.4,-47.84
150.18,-14.22,9033.4,-47.84
150.18,-14.22,9033.4,-47.84
150.25,-10.79,9037.57,-48.09
150.35,-15.69,9036.92,-48.55
150.42,-15.69,9036.92,-48.55
150.45,-24.03,9016.51,-48.75
150.55,-32.36,9036.04,-48.74
150.65,-25.01,9038.23,-48.88
150.74,-25.01,9038.23,-48.88
150.75,-23.54,9018.71,-49.06
150.85,-13.24,9038.89,-49.41
150.95,-1.47,9017.83,-49.81
151.05,-1.47,9001.19,-50.11
151.06,-1.47,9001.19,-50.11
151.15,-0.98,8999.22,-50.37
151.18,-0.98,8999.22,-50.37
151.18,-0.98,8999.22,-50.37
151.18,-0.98,8999.22,-50.37
151.18,-0.98,8999.22,-50.37
151.18,-0.98,8999.22,-50.37
151.25,-23.05,8963.88,-50.54
151.35,-30.89,8975.21,-50.59
151.38,-30.89,8975.21,-50.59
151.45,-39.72,9001.19,-50.58
151.55,-37.27,8971.72,-50.58
151.65,-13.73,8981.1,-50.57
151.7,-13.73,8981.1,-50.57
151.75,-14.22,8993.98,-50.31
151.85,-8.34,8963.44,-50.11
151.95,-8.83,8951.04,-49.84
152.02,-8.83,8951.04,-49.84
152.05,-20.1,8943.66,-49.67
152.15,-39.72,8922.4,-49.61
152.18,-39.72,8922.4,-49.61
152.18,-39.72,8922.4,-49.61
152.18,-39.72,8922.4,-49.61
152.18,-39.72,8922.4,-49.61
152.18,-39.72,8922.4,-49.61
152.25,-44.13,8942.79,-49.56
152.34,-44.13,8942.79,-49.56
152.35,-46.09,8932.15,-49.61
152.45,-25.01,8958.66,-49.71
152.55,-9.81,8951.48,-49.57
152.65,-3.43,8919.58,-49.42
152.66,-3.43,8919.58,-49.42
152.75,-8.83,8920.67,-49.47
152.85,-22.56,8886.95,-49.48
152.95,-37.27,8890.4,-49.58
152.98,-37.27,8890.4,-49.58
153.05,-36.77,8908.33,-49.96
153.15,-39.72,8919.15,-50.06
153.18,-39.72,8919.15,-50.06
153.18,-39.72,8919.15,-50.06
153.18,-39.72,8919.15,-50.06
153.18,-39.72,8919.15,-50.06
153.18,-39.72,8919.15,-50.06
153.25,-16.18,8906.17,-50.26
153.3,-16.18,8906.17,-50.26
153.35,-13.24,8904.44,-50.27
153.45,-2.94,8898.61,-50.09
153.55,-12.26,8860.46,-50.11
153.62,-12.26,8860.46,-50.11
153.65,-25.5,8840.91,-49.99
153.75,-33.83,8869.71,-49.87
153.85,-27.95,8878.97,-49.69
153.94,-27.95,8878.97,-49.69
153.95,-19.12,8874.23,-49.49
154.05,-2.45,8859.81,-49.14
154.15,-0.98,8844.56,-48.87
154.18,-0.98,8844.56,-48.87
154.18,-0.98,8844.56,-48.87
154.18,-0.98,8844.56,-48.87
154.18,-0.98,8844.56,-48.87
154.18,-0.98,8844.56,-48.87
154.25,-18.63,8830.2,-48.39
154.26,-18.63,8830.2,-48.39
154.35,-28.93,8814.78,-47.95
154.45,-29.42,8827.2,-47.56
154.55,-27.95,8842.85,-47.18
154.58,-27.95,8842.85,-47.18
154.65,-14.22,8840.27,-46.91
154.75,0,8819.7,-46.65
154.85,-4.41,8808.16,-46.62
154.9,-4.41,8808.16,-46.62
154.95,-12.75,8813.07,-46.65
155.05,-25.01,8778.51,-46.5
155.15,-30.4,8817.99,-46.5
155.18,-30.4,8817.99,-46.5
155.18,-30.4,8817.99,-46.5
155.18,-30.4,8817.99,-46.5
155.18,-30.4,8817.99,-46.5
155.18,-30.4,8817.99,-46.5
155.22,-30.4,8817.99,-46.5
155.25,-16.67,8809.87,-46.83
155.35,-11.28,8802.18,-46.97
155.45,5.88,8790.44,-47.16
155.54,5.88,8790.44,-47.16
155.55,-6.37,8773.4,-47.57
155.65,-11.28,8774.25,-48.06
155.75,-37.76,8755.12,-48.35
155.85,-28.93,8783.83,-48.52
155.86,-28.93,8783.83,-48.52
155.95,-23.05,8775.74,-48.71
156.05,-9.81,8777.87,-49.2
156.15,-0.98,8756.61,-49.61
156.18,-0.98,8756.61,-49.61
156.18,-0.98,8756.61,-49.61
156.18,-0.98,8756.61,-49.61
156.18,-0.98,8756.61,-49.61
156.18,-0.98,8756.61,-49.61
156.18,-0.98,8756.61,-49.61
156.25,-9.81,8751.94,-49.8
156.35,-11.77,8743.24,-50
156.45,-20.1,8711.07,-49.9
156.5,-20.1,8711.07,-49.9
156.55,-24.03,8729.68,-49.6
156.65,-25.01,8742.6,-49.32
156.75,-10.79,8731.59,-49.08
156.82,-10.79,8731.59,-49.08
156.85,0.49,8718.89,-48.86
156.95,-2.94,8700.1,-48.68
157.05,-4.9,8716.78,-48.65
157.14,-4.9,8716.78,-48.65
157.15,-17.65,8692.09,-48.12
157.18,-17.65,8692.09,-48.12
157.18,-17.65,8692.09,-48.12
157.18,-17.65,8692.09,-48.12
157.18,-17.65,8692.09,-48.12
157.18,-17.65,8692.09,-48.12
157.25,-24.52,8669.36,-47.65
157.35,-24.03,8715.3,-47.2
157.45,-24.52,8708.96,-46.84
157.46,-24.52,8708.96,-46.84
157.55,-25.99,8695.25,-46.69
157.65,-9.81,8678.82,-46.45
157.75,-6.37,8670.62,-46.26
157.78,-6.37,8670.62,-46.26
157.85,-6.37,8673.77,-46.04
157.95,-7.35,8668.1,-46.05
158.05,-15.69,8625.97,-45.93
158.1,-15.69,8625.97,-45.93
158.15,-22.56,8647.32,-45.95
158.18,-22.56,8647.32,-45.95
158.18,-22.56,8647.32,-45.95
158.18,-22.56,8647.32,-45.95
158.18,-22.56,8647.32,-45.95
158.18,-22.56,8647.32,-45.95
158.25,-23.05,8674.19,-45.98
158.35,-22.06,8653.82,-46.07
158.42,-22.06,8653.82,-46.07
158.45,-16.67,8662.01,-46.31
158.55,-12.26,8654.03,-46.5
158.65,-1.47,8635.38,-46.55
158.74,-1.47,8635.38,-46.55
158.75,-7.35,8630.78,-46.65
158.85,-3.43,8618.03,-46.94
158.95,-19.12,8596.54,-47.39
159.05,-20.1,8596.54,-47.49
159.06,-20.1,8596.54,-47.49
159.15,-18.63,8630.57,-47.68
159.18,-18.63,8630.57,-47.68
159.18,-18.63,8630.57,-47.68
159.18,-18.63,8630.57,-47.68
159.18,-18.63,8630.57,-47.68
159.18,-18.63,8630.57,-47.68
159.25,-16.67,8621.37,-47.8
159.35,-10.79,8615.1,-47.53
159.38,-10.79,8615.1,-47.53
159.45,-8.34,8603,-47.3
159.55,3.43,8578.64,-47.13
159.65,0,8587.38,-47.09
159.7,0,8587.38,-47.09
159.75,-14.71,8590.5,-46.99
159.85,-16.67,8567.01,-46.92
159.95,-11.77,8549.17,-46.95
160.02,-11.77,8549.17,-46.95
160.05,-17.16,8578.02,-46.96
160.15,-20.1,8575.31,-46.71
160.18,-20.1,8575.31,-46.71
160.18,-20.1,8575.31,-46.71
160.18,-20.1,8575.31,-46.71
160.18,-20.1,8575.31,-46.71
160.18,-20.1,8575.31,-46.71
160.25,-13.73,8568.87,-46.38
160.34,-13.73,8568.87,-46.38
160.35,-7.85,8559.12,-46.17
160.45,-11.28,8550.62,-45.95
160.55,-3.92,8529.72,-45.92
160.65,-9.32,8540.47,-45.96
160.66,-9.32,8540.47,-45.96
160.75,-8.34,8537.99,-46.03
160.85,-20.59,8514.23,-46.27
160.95,-14.22,8501.24,-46.73
160.98,-14.22,8501.24,-46.73
161.05,-22.56,8537.78,-46.98
161.15,-22.06,8529.3,-47.05
161.18,-22.06,8529.3,-47.05
161.18,-22.06,8529.3,-47.05
161.18,-22.06,8529.3,-47.05
161.18,-22.06,8529.3,-47.05
161.18,-22.06,8529.3,-47.05
161.25,-15.2,8535.51,-47.17
161.3,-15.2,8535.51,-47.17
161.35,-13.73,8529.72,-47.31
161.45,-7.35,8514.85,-47.45
161.55,-5.88,8502.68,-47.8
161.62,-5.88,8502.68,-47.8
161.65,-10.3,8480.87,-48.04
161.75,-6.37,8483.34,-48.08
161.85,-13.24,8465.27,-48.16
161.94,-13.24,8465.27,-48.16
161.95,-0.98,8453.18,-48.35
162.05,-20.59,8486.42,-48.39
162.15,-25.5,8486.42,-48.34
162.18,-25.5,8486.42,-48.34
162.18,-25.5,8486.42,-48.34
162.18,-25.5,8486.42,-48.34
162.18,-25.5,8486.42,-48.34
162.18,-25.5,8486.42,-48.34
162.25,-14.22,8469.58,-48.28
162.26,-14.22,8469.58,-48.28
162.35,-11.28,8468.96,-48.1
162.45,-7.85,8460.96,-47.86
162.55,-2.94,8439.67,-47.58
162.58,-2.94,8439.67,-47.58
162.65,-6.86,8447.24,-47.11
162.75,-5.88,8443.15,-46.7
162.85,-13.24,8423.12,-46.36
162.9,-13.24,8423.12,-46.36
162.95,-24.03,8405.38,-46.12
163.05,-24.03,8434.56,-45.67
163.15,-22.06,8429.04,-45.47
163.18,-22.06,8429.04,-45.47
163.18,-22.06,8429.04,-45.47
163.18,-22.06,8429.04,-45.47
163.18,-22.06,8429.04,-45.47
163.18,-22.06,8429.04,-45.47
163.22,-22.06,8429.04,-45.47
163.25,-24.52,8429.04,-45.22
163.35,-21.57,8423.73,-45.01
163.45,-5.39,8422.3,-44.99
163.54,-5.39,8422.3,-44.99
163.55,-4.41,8393.78,-45.11
163.65,-0.49,8388.5,-45.3
163.75,-1.47,8402.74,-45.48
163.85,-3.43,8398.05,-45.84
163.86,-3.43,8398.05,-45.84
163.95,-17.65,8372.66,-46.22
164.05,-17.65,8358.06,-46.35
164.15,-19.12,8371.44,-46.5
164.18,-19.12,8371.44,-46.5
164.18,-19.12,8371.44,-46.5
164.18,-19.12,8371.44,-46.5
164.18,-19.12,8371.44,-46.5
164.18,-19.12,8371.44,-46.5
164.18,-19.12,8371.44,-46.5
164.25,-25.5,8372.05,-46.88
164.35,-22.06,8386.87,-47.37
164.45,-16.18,8380.98,-47.86
164.5,-16.18,8380.98,-47.86
164.55,-3.92,8381.79,-48.37
164.65,-0.98,8374.48,-48.63
164.75,-8.83,8346.73,-48.93
164.82,-8.83,8346.73,-48.93
164.85,-6.37,8342.89,-49.09
164.95,4.41,8325.11,-49.08
165.05,-14.22,8322.69,-48.76
165.14,-14.22,8322.69,-48.76
165.15,-22.06,8304.36,-48.27
165.18,-22.06,8304.36,-48.27
165.18,-22.06,8304.36,-48.27
165.18,-22.06,8304.36,-48.27
165.18,-22.06,8304.36,-48.27
165.18,-22.06,8304.36,-48.27
165.25,-22.06,8321.08,-47.84
165.35,-22.06,8329.96,-47.37
165.45,-22.06,8317.05,-46.85
165.46,-22.06,8317.05,-46.85
165.55,-16.18,8307.58,-46.39
165.65,-15.2,8313.62,-46.02
165.75,-11.28,8303.76,-45.68
165.78,-11.28,8303.76,-45.68
165.85,-5.39,8286.67,-45.23
165.95,-1.96,8287.67,-44.93
166.05,-6.86,8292.29,-44.78
166.1,-6.86,8292.29,-44.78
166.15,-6.86,8288.88,-44.53
166.18,-6.86,8288.88,-44.53
166.18,-6.86,8288.88,-44.53
166.18,-6.86,8288.88,-44.53
166.18,-6.86,8288.88,-44.53
166.18,-6.86,8288.88,-44.53
166.25,-12.26,8267.01,-44.46
166.35,-17.65,8249.8,-44.48
166.42,-17.65,8249.8,-44.48
166.45,-19.12,8256.6,-44.69
166.55,-17.16,8264.61,-45.01
166.65,-26.97,8277.44,-45.6
166.74,-26.97,8277.44,-45.6
166.75,-21.08,8252.4,-46.47
166.85,-19.61,8270.42,-47.24
166.95,-15.2,8273.02,-48.02
167.05,-8.34,8259.4,-48.61
167.06,-8.34,8259.4,-48.61
167.15,-1.96,8260.2,-49.12
167.18,-1.96,8260.2,-49.12
167.18,-1.96,8260.2,-49.12
167.18,-1.96,8260.2,-49.12
167.18,-1.96,8260.2,-49.12
167.18,-1.96,8260.2,-49.12
167.25,-1.96,8224.24,-49.4
167.35,-2.45,8218.46,-49.65
167.38,-2.45,8218.46,-49.65
167.45,-5.88,8215.27,-49.81
167.55,-12.26,8217.07,-49.88
167.65,-8.83,8193.6,-49.92
167.7,-8.83,8193.6,-49.92
167.75,-22.56,8178.31,-49.85
167.85,-22.56,8210.5,-49.69
167.95,-25.5,8208.9,-49.37
168.02,-25.5,8208.9,-49.37
168.05,-21.08,8193,-48.83
168.15,-14.22,8200.55,-48.37
168.18,-14.22,8200.55,-48.37
168.18,-14.22,8200.55,-48.37
168.18,-14.22,8200.55,-48.37
168.18,-14.22,8200.55,-48.37
168.18,-14.22,8200.55,-48.37
168.25,-6.86,8180.1,-47.93
168.34,-6.86,8180.1,-47.93
168.35,1.96,8169.79,-47.5
168.45,-6.86,8166.43,-47.11
168.55,-6.86,8167.42,-46.78
168.65,-14.71,8146.25,-46.2
168.66,-14.71,8146.25,-46.2
168.75,-13.24,8139.15,-45.77
168.85,-26.97,8158.51,-45.18
168.95,-19.12,8160.49,-44.58
168.98,-19.12,8160.49,-44.58
169.05,-12.26,8167.22,-44.22
169.15,-7.35,8161.48,-43.8
169.18,-7.35,8161.48,-43.8
169.18,-7.35,8161.48,-43.8
169.18,-7.35,8161.48,-43.8
169.18,-7.35,8161.48,-43.8
169.18,-7.35,8161.48,-43.8
169.25,-2.94,8148.03,-43.62
169.3,-2.94,8148.03,-43.62
169.35,-1.96,8119.43,-43.61
169.45,-17.16,8124.16,-43.5
169.55,-10.79,8121.2,-43.3
169.62,-10.79,8121.2,-43.3
169.65,-16.67,8094.46,-43.22
169.75,-27.46,8106.45,-43.15
169.85,-26.48,8111.56,-42.77
169.94,-26.48,8111.56,-42.77
169.95,-20.1,8109.2,-42.53
170.05,-17.65,8117.66,-42.46
170.15,-10.79,8090.54,-42.67
170.18,-10.79,8090.54,-42.67
170.18,-10.79,8090.54,-42.67
170.18,-10.79,8090.54,-42.67
170.18,-10.79,8090.54,-42.67
170.18,-10.79,8090.54,-42.67
170.25,-2.45,8092.69,-42.88
170.26,-2.45,8092.69,-42.88
170.35,-8.83,8089.75,-43.1
170.45,-15.2,8067.21,-43.32
170.55,-24.52,8055.48,-43.61
170.58,-24.52,8055.48,-43.61
170.65,-31.38,8093.28,-44.13
170.75,-21.57,8089.55,-44.68
170.85,-17.65,8093.68,-45.25
170.9,-17.65,8093.68,-45.25
170.95,-19.61,8087.2,-45.73
171.05,2.45,8056.26,-46.21
171.15,-4.41,8062.13,-46.66
171.18,-4.41,8062.13,-46.66
171.18,-4.41,8062.13,-46.66
171.18,-4.41,8062.13,-46.66
171.18,-4.41,8062.13,-46.66
171.18,-4.41,8062.13,-46.66
171.22,-4.41,8062.13,-46.66
171.25,-12.26,8045.13,-47.16
171.35,-23.54,8014.93,-47.73
171.45,-30.4,8029.53,-48.34
171.54,-30.4,8029.53,-48.34
171.55,-34.81,8037.91,-48.98
171.65,-19.61,8029.92,-49.49
171.75,-24.52,8030.31,-49.8
171.85,-0.98,8041.62,-49.78
171.86,-0.98,8041.62,-49.78
171.95,-10.3,8017.65,-49.84
172.05,-6.86,8009.68,-49.82
172.15,-23.54,7967.79,-49.88
172.18,-23.54,7967.79,-49.88
172.18,-23.54,7967.79,-49.88
172.18,-23.54,7967.79,-49.88
172.18,-23.54,7967.79,-49.88
172.18,-23.54,7967.79,-49.88
172.18,-23.54,7967.79,-49.88
172.25,-38.25,8003.07,-49.89
172.35,-25.5,8009.48,-49.76
172.45,-12.75,8006.95,-49.58
172.5,-12.75,8006.95,-49.58
172.55,0,7988.9,-49.38
172.65,-5.88,7969.72,-48.93
172.75,-14.71,7969.53,-48.51
172.82,-14.71,7969.53,-48.51
172.85,-35.79,7949.05,-48.3
172.95,-36.77,7970.11,-48.03
173.05,-25.5,7965.08,-47.88
