Time (s),acceleration,altitude,speed
24.67,-16.18,8615.94,373.44
24.68,-16.18,8620.11,373.28
24.69,-16.18,8621.37,373.12
24.7,-13.73,8625.34,372.97
24.71,-16.67,8634.33,372.81
24.72,-16.18,8640.61,372.66
24.73,-14.71,8641.45,372.51
24.74,-14.22,8650.04,372.36
24.75,-13.24,8658.23,372.22
24.76,-13.24,8658.02,372.08
24.77,-14.71,8668.73,371.93
24.78,-16.67,8667.68,371.78
24.79,-14.22,8672.93,371.62
24.8,-19.61,8679.66,371.45
24.81,-18.14,8679.45,371.28
24.82,-17.65,8684.08,371.11
24.83,-15.69,8680.71,370.94
24.84,-16.67,8688.71,370.77
24.85,-17.65,8688.93,370.6
24.86,-15.2,8694.61,370.44
24.87,-15.2,8690.4,370.27
24.88,-17.16,8699.04,370.11
24.89,-16.18,8701.57,369.95
24.9,-18.14,8708.12,369.78
24.91,-16.18,8707.91,369.62
24.92,-14.71,8716.36,369.46
24.93,-16.18,8714.45,369.3
24.94,-14.22,8725.66,369.14
24.95,-16.67,8727.99,368.99
24.96,-16.67,8736.67,368.83
24.97,-14.71,8740.7,368.68
24.98,-14.71,8747.06,368.52
24.98,-14.71,8747.06,368.52
24.99,-14.71,8750.66,368.36
25,-17.65,8754.7,368.19
25.01,-19.12,8757.24,368.02
25.02,-20.1,8758.73,367.85
25.03,-14.22,8760.86,367.67
25.04,-17.65,8763.19,367.51
25.05,-16.18,8767.23,367.34
25.06,-14.22,8770.42,367.18
25.07,-18.14,8776.59,367.03
25.08,-12.26,8775.53,366.88
25.09,-12.26,8774.46,366.74
25.1,-15.69,8782.77,366.59
25.11,-15.69,8785.75,366.43
25.12,-18.63,8790.65,366.27
25.13,-15.2,8794.28,366.11
25.14,-16.67,8798.12,365.95
25.15,-14.22,8803.89,365.79
25.16,-18.14,8807.73,365.62
25.17,-17.65,8808.37,365.46
25.18,-14.71,8820.35,365.3
25.19,-14.71,8820.77,365.14
25.19,-14.71,8820.77,365.14
25.19,-14.71,8820.77,365.14
25.19,-14.71,8820.77,365.14
25.19,-14.71,8820.77,365.14
25.19,-14.71,8820.77,365.14
25.2,-14.71,8828.7,364.99
25.21,-17.16,8825.7,364.83
25.22,-17.65,8839.84,364.67
25.23,-14.22,8842.42,364.51
25.24,-15.69,8846.92,364.35
25.25,-17.65,8847.57,364.18
25.26,-17.16,8853.15,364.02
25.27,-14.22,8857.23,363.86
25.28,-16.18,8861.32,363.7
25.29,-16.18,8860.67,363.55
25.3,-14.22,8868.2,363.39
25.3,-14.22,8868.2,363.39
25.31,-14.22,8870.57,363.24
25.32,-16.67,8876.39,363.08
25.33,-16.67,8874.66,362.93
25.34,-16.18,8878.32,362.77
25.35,-16.18,8885.87,362.61
25.36,-15.2,8889.11,362.45
25.37,-15.69,8892.99,362.3
25.38,-14.71,8897.09,362.15
25.39,-13.73,8903.14,362
25.4,-13.24,8907.25,361.86
25.41,-13.73,8909.63,361.72
25.42,-13.73,8918.07,361.57
25.43,-17.16,8917.85,361.43
25.44,-16.18,8927.82,361.27
25.45,-13.73,8928.47,361.12
25.46,-14.22,8933.67,360.96
25.47,-17.16,8937.58,360.8
25.48,-17.65,8942.79,360.64
25.49,-17.16,8945.18,360.47
25.5,-18.63,8947.35,360.3
25.51,-15.69,8947.35,360.13
25.52,-16.18,8951.91,359.97
25.53,-16.18,8956.05,359.8
25.54,-15.2,8960.4,359.64
25.55,-18.14,8959.74,359.47
25.56,-16.67,8965.19,359.31
25.57,-16.67,8970.63,359.14
25.58,-16.18,8970.2,358.98
25.59,-16.18,8974.55,358.82
25.6,-14.71,8976.08,358.66
25.61,-13.73,8980.66,358.51
25.62,-16.18,8990.05,358.35
25.62,-16.18,8990.05,358.35
25.63,-16.67,8995.07,358.19
25.64,-16.67,9000.32,358.03
25.65,-15.69,9000.75,357.87
25.66,-16.18,9012.13,357.71
25.67,-18.63,9015.64,357.54
25.68,-15.69,9018.92,357.38
25.69,-15.2,9019.14,357.22
25.7,-13.73,9023.31,357.07
25.71,-15.69,9037.13,356.91
25.72,-15.2,9036.92,356.76
25.73,-15.2,9035.82,356.6
25.74,-18.14,9041.97,356.44
25.75,-18.14,9044.83,356.28
25.76,-15.2,9044.83,356.12
25.77,-13.24,9052.52,355.96
25.78,-15.2,9053.84,355.81
25.79,-15.2,9059.35,355.65
25.8,-15.2,9061.99,355.5
25.81,-17.16,9061.77,355.33
25.82,-19.12,9065.52,355.17
25.83,-17.16,9072.13,355
25.84,-15.69,9073.9,354.84
25.85,-15.2,9080.52,354.68
25.86,-15.2,9084.93,354.53
25.87,-10.79,9090.9,354.38
25.88,-15.2,9095.1,354.23
25.89,-17.16,9100.41,354.08
25.9,-16.67,9103.51,353.93
25.91,-16.67,9104.4,353.77
25.92,-13.24,9111.49,353.61
25.93,-15.69,9115.48,353.46
25.94,-17.65,9115.92,353.3
25.94,-17.65,9115.92,353.3
25.95,-13.73,9124.79,353.15
25.96,-14.22,9132.57,353
25.97,-14.22,9131.23,352.86
25.98,-14.22,9132.79,352.71
25.99,-15.69,9129.01,352.56
26,-15.2,9132.34,352.41
26.01,-16.18,9135.68,352.25
26.02,-16.18,9144.57,352.09
26.03,-16.18,9144.13,351.94
26.04,-15.2,9154.82,351.78
26.05,-14.22,9147.47,351.63
26.06,-13.73,9150.14,351.48
26.07,-15.69,9161.28,351.33
26.08,-15.69,9158.6,351.19
26.09,-14.71,9165.29,351.04
26.1,-13.73,9171.76,350.89
26.11,-15.2,9180.92,350.74
26.12,-15.69,9180.25,350.58
26.13,-15.69,9186.74,350.43
26.14,-16.67,9191.43,350.27
26.15,-15.69,9201.06,350.12
26.16,-14.71,9204.87,349.96
26.17,-14.22,9209.13,349.81
26.18,-16.67,9212.72,349.65
26.18,-16.67,9212.72,349.65
26.18,-16.67,9212.72,349.65
26.18,-16.67,9212.72,349.65
26.18,-16.67,9212.72,349.65
26.18,-16.67,9212.72,349.65
26.19,-16.67,9215.19,349.48
26.2,-17.16,9215.41,349.31
26.21,-17.65,9223.94,349.14
26.22,-19.61,9223.94,348.97
26.23,-16.18,9230.69,348.8
26.24,-13.73,9233.16,348.64
26.25,-16.67,9233.39,348.48
26.26,-16.18,9237.21,348.32
26.26,-16.18,9237.21,348.32
26.27,-14.71,9244.64,348.16
26.28,-16.67,9243.74,347.99
26.29,-18.14,9250.27,347.83
26.3,-18.14,9255.46,347.66
26.31,-15.69,9255.01,347.49
26.32,-16.67,9264.03,347.33
26.33,-14.22,9267.87,347.16
26.34,-17.65,9271.94,347
26.35,-15.69,9276.23,346.84
26.36,-16.67,9278.27,346.68
26.37,-17.65,9279.85,346.52
26.38,-14.22,9286.64,346.35
26.39,-13.73,9287.09,346.19
26.4,-18.14,9289.58,346.03
26.41,-18.14,9294.56,345.87
26.42,-17.65,9301.36,345.7
26.43,-14.71,9303.63,345.54
26.44,-15.2,9310.21,345.37
26.45,-15.69,9313.85,345.21
26.46,-18.63,9318.39,345.05
26.47,-15.69,9319.75,344.89
26.48,-14.71,9321.35,344.73
26.49,-14.71,9323.39,344.57
26.5,-17.65,9327.94,344.41
26.51,-16.18,9329.76,344.25
26.52,-16.18,9334.54,344.09
26.53,-15.2,9336.82,343.93
26.54,-15.2,9342.74,343.77
26.55,-15.69,9344.34,343.61
26.56,-19.12,9345.93,343.45
26.57,-15.69,9347.99,343.29
26.58,-14.22,9361.45,343.13
26.58,-14.22,9361.45,343.13
26.59,-14.71,9367.62,342.98
26.6,-16.18,9364.88,342.82
26.61,-15.2,9372.88,342.67
26.62,-16.18,9370.82,342.51
26.63,-16.18,9381.58,342.36
26.64,-14.71,9380.89,342.21
26.65,-13.73,9387.77,342.05
26.66,-14.71,9392.12,341.91
26.67,-16.18,9400.61,341.76
26.68,-13.73,9396.25,341.61
26.69,-14.71,9407.73,341.46
26.7,-15.2,9410.49,341.32
26.71,-14.22,9408.65,341.17
26.72,-14.22,9411.87,341.02
26.73,-15.69,9416,340.87
26.74,-15.69,9416.69,340.71
26.75,-17.16,9429.58,340.55
26.76,-16.18,9426.36,340.39
26.77,-18.14,9432.35,340.22
26.78,-15.2,9433.27,340.06
26.79,-18.14,9439.03,339.89
26.8,-13.73,9443.42,339.74
26.81,-14.71,9443.42,339.59
26.82,-15.2,9450.34,339.44
26.83,-13.24,9453.8,339.29
26.84,-14.22,9461.2,339.15
26.85,-14.22,9461.43,339
26.86,-17.65,9464.9,338.85
26.87,-13.73,9469.07,338.7
26.88,-14.71,9474.39,338.54
26.89,-17.16,9475.32,338.38
26.9,-18.14,9483.2,338.22
26.9,-18.14,9483.2,338.22
26.91,-15.69,9492.71,338.06
26.92,-15.69,9487.14,337.9
26.93,-15.2,9491.32,337.74
26.94,-14.71,9499.21,337.59
26.95,-14.71,9501.07,337.44
26.96,-14.71,9499.91,337.29
26.97,-15.69,9512.46,337.15
26.98,-13.73,9515.02,337
26.99,-13.73,9513.39,336.85
27,-14.22,9524.57,336.71
27.01,-15.69,9523.87,336.56
27.02,-15.2,9525.27,336.41
27.03,-17.16,9525.74,336.25
27.04,-14.71,9527.37,336.1
27.05,-14.22,9536.93,335.95
27.06,-15.2,9531.57,335.8
27.07,-15.2,9543.94,335.65
27.08,-13.73,9537.87,335.5
27.09,-15.69,9547.21,335.34
27.1,-17.65,9549.31,335.19
27.11,-15.2,9553.05,335.03
27.12,-14.22,9554.69,334.88
27.13,-14.71,9556.56,334.72
27.14,-20.1,9564.28,334.56
27.15,-12.75,9572.02,334.41
27.16,-14.71,9574.83,334.25
27.17,-17.16,9577.17,334.09
27.18,-17.16,9581.4,333.94
27.19,-13.73,9581.16,333.79
27.19,-13.73,9581.16,333.79
27.19,-13.73,9581.16,333.79
27.19,-13.73,9581.16,333.79
27.19,-13.73,9581.16,333.79
27.19,-13.73,9581.16,333.79
27.2,-14.22,9588.21,333.64
27.21,-13.73,9592.43,333.49
27.22,-15.2,9595.49,333.35
27.22,-15.2,9595.49,333.35
27.23,-12.75,9600.43,333.2
27.24,-15.2,9604.19,333.05
27.25,-16.67,9607.02,332.9
27.26,-15.69,9606.07,332.75
27.27,-16.18,9611.72,332.6
27.28,-14.22,9619.97,332.44
27.29,-14.22,9613.84,332.29
27.3,-15.69,9619.03,332.15
27.31,-14.22,9626.34,332
27.32,-12.26,9634.37,331.85
27.33,-16.67,9638.38,331.71
27.34,-15.2,9636.02,331.56
27.35,-15.2,9641.22,331.41
27.36,-14.22,9647.13,331.27
27.37,-12.75,9647.6,331.12
27.38,-13.24,9655.41,330.98
27.39,-16.18,9659.92,330.83
27.4,-16.18,9663.71,330.68
27.41,-18.14,9668.45,330.52
27.42,-12.75,9675.57,330.37
27.43,-15.69,9681.27,330.22
27.44,-13.24,9685.54,330.07
27.45,-14.71,9687.21,329.92
27.46,-14.71,9687.92,329.77
27.47,-18.63,9695.06,329.62
27.48,-13.73,9687.92,329.46
27.49,-17.65,9683.88,329.3
27.5,-15.69,9675.57,329.14
27.51,-15.69,9672.96,328.98
27.52,-15.2,9674.38,328.81
27.53,-18.14,9675.8,328.65
27.54,-17.65,9674.62,328.48
27.54,-17.65,9674.62,328.48
27.55,-16.18,9675.57,328.32
27.56,-15.69,9676.99,328.15
27.57,-15.69,9688.63,327.99
27.58,-17.16,9681.74,327.83
27.59,-13.73,9686.97,327.68
27.6,-15.69,9694.58,327.52
27.61,-15.69,9695.53,327.36
27.62,-15.69,9698.15,327.2
27.63,-18.14,9701.48,327.03
27.64,-18.63,9700.06,326.86
27.65,-16.67,9711.25,326.68
27.66,-18.63,9712.68,326.51
27.67,-17.16,9718.17,326.34
27.68,-16.18,9722.94,326.17
27.69,-14.71,9728.92,326.01
27.7,-16.18,9733.46,325.84
27.71,-16.18,9735.37,325.68
27.72,-18.63,9739.68,325.51
27.73,-18.63,9742.31,325.34
27.74,-15.2,9744.46,325.18
27.75,-12.75,9744.46,325.02
27.76,-15.69,9753.09,324.87
27.77,-16.67,9753.57,324.71
27.78,-14.22,9756.2,324.56
27.79,-17.16,9763.16,324.39
27.8,-17.65,9766.76,324.23
27.81,-15.2,9763.16,324.07
27.82,-16.67,9771.08,323.9
27.83,-16.67,9772.52,323.74
27.84,-16.67,9773,323.57
27.85,-17.65,9777.33,323.4
27.86,-17.65,9785.02,323.22
27.86,-17.65,9785.02,323.22
27.87,-18.63,9784.06,323.05
27.88,-15.2,9788.15,322.88
27.89,-16.67,9792.49,322.72
27.9,-16.18,9788.87,322.56
27.91,-14.22,9795.86,322.39
27.92,-16.67,9808.88,322.23
27.93,-17.65,9805.02,322.07
27.94,-17.65,9819.26,321.9
27.95,-17.16,9817.57,321.73
27.96,-16.18,9823.37,321.56
27.97,-16.18,9824.58,321.4
27.98,-14.71,9834.01,321.24
27.99,-16.67,9831.83,321.07
28,-17.65,9837.4,320.91
28.01,-15.69,9839.34,320.75
28.02,-14.22,9849.52,320.59
28.03,-16.67,9851.95,320.43
28.04,-16.18,9859.23,320.28
28.05,-16.18,9857.28,320.12
28.06,-15.69,9870.16,319.96
28.07,-13.73,9869.92,319.81
28.08,-14.71,9870.16,319.65
28.09,-17.65,9878.19,319.5
28.1,-14.71,9878.92,319.34
28.11,-15.69,9879.89,319.18
28.12,-17.16,9889.88,319.02
28.13,-17.16,9890.12,318.86
28.14,-16.18,9894.76,318.69
28.15,-15.2,9894.51,318.53
28.16,-15.2,9901.34,318.37
28.17,-16.67,9905,318.21
28.18,-16.67,9910.62,318.05
28.18,-16.67,9910.62,318.05
28.19,-16.67,9917.96,317.89
28.19,-16.67,9917.96,317.89
28.19,-16.67,9917.96,317.89
28.19,-16.67,9917.96,317.89
28.19,-16.67,9917.96,317.89
28.19,-16.67,9917.96,317.89
28.2,-17.16,9916.25,317.72
28.21,-13.73,9918.45,317.56
28.22,-19.12,9919.18,317.39
28.23,-15.69,9922.85,317.22
28.24,-19.12,9924.07,317.05
28.25,-17.16,9926.28,316.87
28.26,-15.2,9928.73,316.69
28.27,-20.59,9930.44,316.51
28.28,-20.59,9937.55,316.33
28.29,-19.12,9935.1,316.15
28.3,-14.71,9945.64,315.97
28.31,-16.18,9945.89,315.8
28.32,-16.18,9953.99,315.63
28.33,-17.65,9958.41,315.47
28.34,-15.69,9958.41,315.31
28.35,-14.71,9961.61,315.15
28.36,-15.69,9964.32,314.99
28.37,-15.69,9967.27,314.83
28.38,-16.67,9971.21,314.67
28.39,-16.67,9978.84,314.5
28.4,-19.61,9984.51,314.33
28.41,-17.65,9983.03,314.16
28.42,-16.18,9989.2,313.99
28.43,-16.67,9994.88,313.82
28.44,-15.69,10000.31,313.66
28.45,-12.75,10000.81,313.51
28.46,-15.2,10009.46,313.36
28.47,-15.2,10006.74,313.2
28.48,-15.2,10013.66,313.04
28.49,-20.59,10012.18,312.87
28.5,-20.59,10014.16,312.69
28.5,-20.59,10014.16,312.69
28.51,-15.2,10018.37,312.52
28.52,-14.22,10023.08,312.36
28.53,-16.18,10026.3,312.19
28.54,-16.18,10029.27,312.03
28.55,-17.65,10035.97,311.86
28.56,-16.18,10036.22,311.7
28.57,-17.16,10040.69,311.52
28.58,-18.63,10044.66,311.35
28.59,-18.63,10054.36,311.17
28.6,-16.67,10052.12,311
28.61,-16.67,10064.31,310.82
28.62,-17.65,10059.09,310.65
28.63,-17.65,10071.29,310.47
28.64,-17.65,10071.54,310.3
28.65,-18.63,10074.78,310.13
28.66,-13.73,10081.52,309.96
28.67,-17.16,10079.02,309.8
28.68,-15.69,10089.26,309.64
28.69,-16.18,10089.26,309.49
28.7,-14.22,10088.51,309.34
28.71,-13.24,10092.26,309.19
28.72,-13.24,10096.26,309.04
28.73,-16.18,10103.26,308.89
28.74,-15.69,10106.77,308.74
28.75,-17.65,10106.26,308.58
28.76,-15.69,10111.52,308.42
28.77,-17.65,10115.78,308.25
28.78,-14.22,10116.79,308.09
28.79,-18.14,10122.55,307.93
28.8,-16.67,10127.82,307.77
28.81,-13.73,10127.32,307.62
28.82,-12.26,10131.34,307.48
28.82,-12.26,10131.34,307.48
28.83,-12.26,10137.37,307.34
28.84,-14.71,10144.66,307.2
28.85,-16.18,10143.66,307.06
28.86,-13.73,10151.21,306.91
28.87,-16.18,10152.97,306.75
28.88,-17.65,10156.24,306.6
28.89,-13.24,10163.55,306.44
28.9,-16.67,10158.26,306.28
28.91,-15.69,10166.33,306.12
28.92,-15.69,10171.62,305.96
28.93,-17.65,10166.83,305.79
28.94,-17.65,10173.39,305.63
28.95,-16.67,10171.37,305.45
28.96,-18.14,10177.68,305.28
28.97,-17.65,10179.96,305.11
28.98,-16.67,10178.95,304.94
28.99,-16.67,10188.05,304.78
29,-13.24,10186.53,304.62
29.01,-15.69,10191.08,304.46
29.02,-15.69,10200.96,304.31
29.03,-15.2,10198.42,304.15
29.04,-16.67,10201.72,303.99
29.05,-16.67,10206.53,303.83
29.06,-16.18,10210.59,303.67
29.07,-16.67,10210.84,303.5
29.08,-17.65,10209.83,303.33
29.09,-16.67,10213.63,303.17
29.1,-16.18,10218.46,303.01
29.11,-14.22,10221.25,302.85
29.12,-14.22,10230.4,302.69
29.13,-16.67,10229.63,302.53
29.14,-18.14,10237.01,302.37
29.14,-18.14,10237.01,302.37
29.15,-16.18,10244.14,302.21
29.16,-16.18,10246.43,302.05
29.17,-14.71,10248.47,301.88
29.18,-16.67,10253.31,301.72
29.19,-17.16,10265.05,301.57
29.19,-17.16,10265.05,301.57
29.19,-17.16,10265.05,301.57
29.19,-17.16,10265.05,301.57
29.19,-17.16,10265.05,301.57
29.19,-17.16,10265.05,301.57
29.2,-13.73,10262.24,301.41
29.21,-16.18,10267.86,301.25
29.22,-17.16,10273.23,301.09
29.23,-14.71,10268.12,300.94
29.24,-13.73,10270.42,300.78
29.25,-17.65,10274.25,300.63
29.26,-13.73,10271.18,300.48
29.27,-13.73,10279.88,300.33
29.28,-15.69,10289.6,300.17
29.29,-17.65,10283.97,300.01
29.3,-18.14,10284.74,299.84
29.31,-15.2,10287.81,299.67
29.32,-18.63,10295.75,299.5
29.33,-19.12,10293.7,299.32
29.34,-16.18,10297.29,299.14
29.35,-19.61,10296.52,298.97
29.36,-17.16,10303.45,298.79
29.37,-16.18,10306.53,298.62
29.38,-16.18,10309.87,298.46
29.39,-13.73,10316.55,298.3
29.4,-17.65,10319.63,298.15
29.41,-13.24,10324.26,298
29.42,-16.18,10330.69,297.84
29.43,-13.73,10333.01,297.69
29.44,-14.71,10340.23,297.54
29.45,-16.18,10335.59,297.39
29.46,-14.71,10341,297.23
29.46,-14.71,10341,297.23
29.47,-17.16,10343.84,297.07
29.48,-17.65,10340.74,296.9
29.49,-17.65,10341.26,296.74
29.5,-17.65,10358.29,296.57
29.51,-14.22,10350.29,296.41
29.52,-14.22,10353.64,296.26
29.53,-14.71,10352.09,296.11
29.54,-13.73,10359.58,295.96
29.55,-15.69,10360.36,295.81
29.56,-16.67,10359.32,295.66
29.57,-14.22,10357.77,295.5
29.58,-16.67,10366.05,295.35
29.59,-15.69,10362.94,295.19
29.6,-15.69,10362.68,295.04
29.61,-13.24,10373.81,294.89
29.62,-14.71,10380.8,294.73
29.63,-18.14,10382.61,294.58
29.64,-17.16,10381.32,294.42
29.65,-11.77,10383.91,294.26
29.66,-15.69,10384.69,294.11
29.67,-17.65,10389.61,293.95
29.68,-18.63,10390.39,293.79
29.69,-12.75,10392.73,293.62
29.7,-16.67,10400.26,293.46
29.71,-16.67,10405.19,293.3
29.72,-18.14,10403.37,293.13
29.73,-16.18,10402.85,292.97
29.74,-16.18,10407.01,292.81
29.75,-14.71,10407.53,292.65
29.76,-15.69,10405.97,292.5
29.77,-14.22,10410.13,292.34
29.78,-14.71,10410.65,292.19
29.78,-14.71,10410.65,292.19
29.79,-14.71,10407.27,292.04
29.8,-17.16,10409.87,291.88
29.81,-18.14,10415.07,291.71
29.82,-18.14,10407.27,291.55
29.83,-12.75,10417.94,291.39
29.84,-15.2,10410.91,291.23
29.85,-19.12,10416.64,291.07
29.86,-13.73,10413.51,290.91
29.87,-17.16,10416.9,290.75
29.88,-15.69,10421.06,290.59
29.89,-14.71,10420.28,290.43
29.9,-14.71,10423.41,290.28
29.91,-17.65,10425.75,290.12
29.92,-14.71,10428.36,289.96
29.93,-14.71,10428.1,289.8
29.94,-18.14,10435.14,289.64
29.95,-17.16,10432.79,289.48
29.96,-15.69,10432.27,289.33
29.97,-12.75,10435.92,289.17
29.98,-13.73,10444.01,289.02
29.99,-17.65,10447.93,288.87
30,-15.2,10447.93,288.72
30.01,-15.2,10444.79,288.56
30.02,-15.2,10437.48,288.4
30.03,-16.67,10443.23,288.24
30.04,-16.67,10447.41,288.08
30.05,-17.65,10450.28,287.92
30.06,-16.67,10448.97,287.75
30.07,-12.75,10450.28,287.6
30.08,-18.14,10441.92,287.44
30.09,-13.73,10447.93,287.29
30.1,-12.75,10453.68,287.14
30.1,-12.75,10453.68,287.14
30.11,-16.18,10448.97,286.99
30.12,-16.18,10451.06,286.84
30.13,-15.2,10461.79,286.69
30.14,-15.2,10457.6,286.54
30.15,-15.2,10462.57,286.39
30.16,-13.73,10461.79,286.24
30.17,-14.22,10471.22,286.09
30.18,-15.69,10472,285.94
30.18,-15.69,10472,285.94
30.18,-15.69,10472,285.94
30.18,-15.69,10472,285.94
30.18,-15.69,10472,285.94
30.18,-15.69,10472,285.94
30.19,-14.71,10478.82,285.79
30.2,-14.71,10478.82,285.63
30.21,-16.67,10488.27,285.48
30.22,-19.12,10492.73,285.32
30.23,-14.71,10494.57,285.16
30.24,-13.24,10503.78,285
30.25,-16.67,10509.57,284.84
30.26,-16.67,10508.51,284.69
30.27,-16.18,10510.36,284.53
30.28,-14.22,10518.26,284.38
30.29,-13.73,10521.43,284.23
30.3,-15.2,10528.29,284.09
30.31,-13.73,10533.3,283.94
30.32,-13.24,10533.04,283.8
30.33,-15.2,10529.34,283.66
30.34,-12.75,10537,283.52
30.35,-16.67,10547.31,283.38
30.36,-13.24,10550.49,283.24
30.37,-13.24,10552.08,283.09
30.38,-12.75,10546.52,282.95
30.39,-16.18,10554.46,282.8
30.4,-17.65,10560.82,282.64
30.41,-15.69,10569.3,282.48
30.42,-16.18,10570.36,282.32
30.42,-16.18,10570.36,282.32
30.43,-18.14,10573.81,282.15
30.44,-16.18,10577.26,281.98
30.45,-20.1,10582.84,281.82
30.46,-14.22,10588.96,281.66
30.47,-11.77,10588.96,281.51
30.48,-11.77,10600.67,281.37
30.49,-16.67,10602,281.22
30.5,-13.73,10603.87,281.08
30.51,-16.18,10612.66,280.93
30.52,-15.69,10613.73,280.77
30.53,-16.18,10619.6,280.61
30.54,-17.16,10622.01,280.45
30.55,-16.18,10631.63,280.29
30.56,-16.67,10636.71,280.13
30.57,-12.26,10642.06,279.98
30.58,-15.2,10648.22,279.83
30.59,-15.2,10653.32,279.68
30.6,-15.69,10648.76,279.53
30.61,-14.71,10659.75,279.39
30.62,-12.75,10666.73,279.24
30.63,-17.16,10675.6,279.09
30.64,-13.24,10687.17,278.95
30.65,-14.71,10687.17,278.8
30.66,-14.71,10687.17,278.66
30.67,-14.22,10695.53,278.53
30.68,-10.3,10703.62,278.4
30.69,-12.26,10705.78,278.27
30.7,-12.26,10715.5,278.13
30.71,-14.71,10715.23,278
30.72,-15.2,10723.07,277.85
30.73,-17.16,10724.96,277.7
30.74,-16.67,10734.98,277.54
30.74,-16.67,10734.98,277.54
30.75,-17.65,10740.94,277.38
30.76,-13.73,10745.83,277.22
30.77,-13.24,10753.15,277.07
30.78,-18.63,10757.77,276.92
30.79,-11.77,10766.47,276.78
30.8,-13.24,10773.27,276.63
30.81,-13.24,10778.45,276.49
30.82,-15.2,10783.9,276.34
30.83,-19.12,10792.35,276.19
30.84,-12.75,10792.9,276.04
30.85,-16.67,10791.53,275.9
30.86,-11.28,10793.99,275.76
30.87,-11.77,10793.72,275.63
30.88,-13.73,10795.36,275.49
30.89,-12.75,10792.9,275.36
30.9,-15.69,10801.64,275.23
30.91,-12.26,10808.2,275.09
30.92,-12.26,10809.02,274.95
30.93,-17.16,10801.64,274.81
30.94,-15.2,10816.13,274.67
30.95,-11.28,10819.42,274.54
30.96,-11.28,10826.26,274.41
30.97,-15.2,10824.89,274.28
30.98,-10.79,10834.77,274.15
30.99,-10.79,10833.39,274.03
31,-14.22,10843.28,273.9
31.01,-15.69,10845.75,273.76
31.02,-13.24,10849.6,273.63
31.03,-13.24,10852.07,273.49
31.04,-13.73,10857.57,273.35
31.05,-14.71,10860.05,273.21
31.06,-14.22,10868.86,273.07
31.06,-14.22,10868.86,273.07
31.07,-13.24,10874.93,272.93
31.08,-13.24,10882.1,272.79
31.09,-15.2,10884.58,272.65
31.1,-13.24,10885.69,272.51
31.11,-14.22,10890.38,272.37
31.12,-14.22,10899.78,272.23
31.13,-14.71,10902,272.09
31.14,-14.71,10906.7,271.94
31.15,-14.22,10912.52,271.8
31.16,-14.22,10917.79,271.66
31.17,-14.22,10923.34,271.51
31.18,-13.24,10918.9,271.37
31.18,-13.24,10918.9,271.37
31.18,-13.24,10918.9,271.37
31.18,-13.24,10918.9,271.37
31.18,-13.24,10918.9,271.37
31.18,-13.24,10918.9,271.37
31.19,-15.2,10928.33,271.23
31.2,-14.22,10925.56,271.09
31.21,-13.73,10924.17,270.95
31.22,-12.75,10927.5,270.82
31.23,-14.22,10931.39,270.69
31.24,-11.28,10933.89,270.55
31.25,-11.28,10935.28,270.42
31.26,-16.67,10938.06,270.29
31.27,-11.77,10950.02,270.15
31.28,-14.71,10945.01,270.01
31.29,-17.65,10953.08,269.86
31.3,-12.26,10951.13,269.72
31.31,-16.18,10958.65,269.57
31.32,-12.75,10956.15,269.43
31.33,-16.67,10961.44,269.29
31.34,-12.75,10958.93,269.15
31.35,-10.79,10968.97,269.03
31.36,-10.79,10969.53,268.91
31.37,-10.79,10974,268.79
31.38,-12.75,10966.74,268.67
31.38,-12.75,10966.74,268.67
31.39,-13.24,10975.4,268.55
31.4,-11.77,10975.68,268.42
31.41,-12.75,10977.91,268.3
31.42,-13.73,10988.26,268.17
31.43,-13.24,10987.14,268.04
31.44,-14.71,10992.73,267.91
31.45,-10.79,10999.74,267.78
31.46,-11.77,10996.93,267.65
31.47,-11.77,11004.78,267.53
31.48,-11.77,11008.71,267.4
31.49,-16.67,11007.02,267.26
31.5,-14.22,11017.13,267.12
31.51,-15.69,11016.57,266.98
31.52,-13.24,11023.03,266.84
31.53,-14.22,11025.85,266.7
31.54,-12.75,11032.04,266.56
31.55,-13.24,11038.52,266.42
31.56,-15.69,11041.62,266.28
31.57,-13.73,11053.48,266.14
31.58,-13.73,11045.85,266.01
31.59,-11.77,11046.42,265.88
31.6,-14.22,11056.59,265.75
31.61,-9.81,11054.33,265.63
31.62,-9.32,11064.79,265.51
31.63,-13.24,11065.08,265.38
31.64,-19.12,11072.44,265.24
31.65,-12.26,11069.61,265.1
31.66,-14.71,11073.86,264.96
31.67,-16.18,11080.95,264.82
31.68,-10.79,11083.22,264.69
31.69,-10.79,11082.94,264.55
31.7,-15.69,11092.03,264.43
31.7,-15.69,11092.03,264.43
31.71,-11.28,11092.31,264.3
31.72,-13.24,11096.01,264.17
31.73,-13.73,11092.88,264.03
31.74,-13.73,11097.72,263.9
31.75,-13.73,11098.28,263.76
31.76,-14.22,11107.11,263.63
31.77,-12.75,11109.39,263.49
31.78,-13.73,11113.67,263.35
31.79,-13.24,11112.81,263.22
31.8,-13.24,11114.53,263.08
31.81,-15.2,11131.1,262.94
31.82,-14.22,11123.66,262.8
31.83,-14.22,11131.67,262.65
31.84,-14.71,11130.24,262.51
31.85,-15.69,11131.95,262.37
31.86,-11.77,11134.82,262.23
31.87,-14.22,11144.56,262.1
31.88,-12.26,11143.7,261.97
31.89,-11.77,11140.83,261.85
