,Time (s),acceleration,altitude,speed,Weight,Net Force,Drag,Thrust
5059,46.24,-8.83,13932.36,89.9,-496.1496098878835,-446.5852248022438,49.56438508563974,0.0
5060,46.25,-11.28,13935.92,89.8,-496.1496098878835,-570.4961875163431,-74.34657762845956,0.0
5061,46.26,-12.75,13938.6,89.69,-496.1496098878835,-644.8427651448027,-148.69315525691917,0.0
5062,46.27,-10.79,13935.03,89.58,-496.1496098878835,-545.7139949735232,-49.564385085639685,0.0
5063,46.28,-11.77,13940.38,89.46,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5064,46.29,-11.77,13939.04,89.35,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5065,46.3,-9.81,13939.49,89.24,-496.1496098878835,-496.1496098878835,-0.0,0.0
5066,46.31,-12.26,13943.05,89.12,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
5067,46.32,-12.26,13938.15,89.0,-496.1496098878835,-620.0605726019828,-123.9109627140993,0.0
5068,46.33,-11.77,13942.61,88.88,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5069,46.34,-12.75,13944.83,88.77,-496.1496098878835,-644.8427651448027,-148.69315525691917,0.0
5070,46.35,-11.77,13945.73,88.65,-496.1496098878835,-595.2783800591629,-99.12877017127943,0.0
5071,46.36,-9.81,13970.3,88.54,-496.1496098878835,-496.1496098878835,-0.0,0.0
