Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (),Lateral velocity (m/s),Lateral acceleration (m/s),Latitude (),Longitude (),Gravitational acceleration (m/s),Angle of attack (),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kgm),Rotational moment of inertia (kgm),CP location (in),CG location (in),Stability margin calibers (),Mach number (),Reynolds number (),Thrust (N),Drag force (N),Drag coefficient (),Axial drag coefficient (),Friction drag coefficient (),Pressure drag coefficient (),Base drag coefficient (),Normal force coefficient (),Pitch moment coefficient (),Yaw moment coefficient (),Side force coefficient (),Roll moment coefficient (),Roll forcing coefficient (),Roll damping coefficient (),Pitch damping coefficient (),Coriolis acceleration (m/s),Reference length (in),Reference area (cm),Vertical orientation (zenith) (),Lateral orientation (azimuth) (),Wind velocity (m/s),Air temperature (C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
233.72,13971,-17.971,0.010128,17.98,0.22485,6786.2,17.787,6786.2,0.15018,9.5702,0.22463,28.61,-80.53,9.7454,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060527,1760817,0,594.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027001,NaN,NaN,NaN,NaN,9.2728,-56.5,142.59,297.06,0.5,0.22504
234.22,13962,-17.954,0.032177,18,0.56296,6781.3,17.787,6781.4,0.15028,9.8513,0.56204,28.61,-80.531,9.7454,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060595,1765302,0,597.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002691,NaN,NaN,NaN,NaN,10.608,-56.5,142.79,297.06,0.5,0.22505
234.72,13953,-17.948,0.012986,17.956,0.11827,6776.4,17.786,6776.5,0.15038,9.7925,0.11755,28.61,-80.531,9.7454,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060445,1763414,0,594.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027108,NaN,NaN,NaN,NaN,9.6392,-56.5,142.99,297.06,0.5,0.22506
235.22,13944,-17.921,0.054691,18.014,0.84232,6771.6,17.785,6771.7,0.15048,9.3722,0.84054,28.61,-80.531,9.7455,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060639,1771599,0,599.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027055,NaN,NaN,NaN,NaN,8.2571,-56.5,143.2,297.06,0.5,0.22508
235.72,13935,-17.916,0.0095668,17.933,0.3563,6766.9,17.785,6766.9,0.15058,9.5503,0.35617,28.61,-80.531,9.7455,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060367,1766146,0,595.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026707,NaN,NaN,NaN,NaN,10.031,-56.5,143.4,297.06,0.5,0.22509
236.22,13926,-17.904,0.024273,17.939,0.50249,6762.2,17.784,6762.2,0.15068,9.2993,0.5019,28.61,-80.531,9.7455,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060389,1769282,0,596.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026835,NaN,NaN,NaN,NaN,8.634,-56.5,143.6,297.06,0.5,0.2251
236.72,13917,-17.894,0.020056,17.919,0.40049,6757.6,17.783,6757.6,0.15078,9.0994,0.39999,28.61,-80.531,9.7455,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.06032,1769728,0,595.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026634,NaN,NaN,NaN,NaN,8.5701,-56.5,143.8,297.06,0.5,0.22512
237.22,13908,-17.87,0.047877,17.955,0.80748,6753,17.783,6753,0.15088,9.5024,0.80606,28.61,-80.531,9.7456,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060441,1775774,0,599.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026475,NaN,NaN,NaN,NaN,10.576,-56.5,144,297.06,0.5,0.22513
237.72,13899,-17.86,0.018505,17.9,0.56656,6748.3,17.782,6748.3,0.15098,9.2193,0.56626,28.61,-80.531,9.7456,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060256,1772815,0,596.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026749,NaN,NaN,NaN,NaN,8.4701,-56.5,144.21,297.06,0.5,0.22514
238.22,13890,-17.852,0.01747,17.882,0.482,6743.7,17.782,6743.7,0.15108,8.9784,0.48168,28.61,-80.531,9.7456,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060197,1773557,0,595.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026527,NaN,NaN,NaN,NaN,8.3421,-56.5,144.41,297.06,0.5,0.22516
238.72,13881,-17.841,0.020501,17.871,0.45733,6739.2,17.781,6739.2,0.15117,9.2068,0.45687,28.61,-80.531,9.7456,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060161,1774987,0,596.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026341,NaN,NaN,NaN,NaN,9.8178,-56.5,144.61,297.06,0.5,0.22517
239.22,13872,-17.835,0.012103,17.841,0.013168,6734.6,17.78,6734.6,0.15127,9.2042,0.0051887,28.61,-80.531,9.7457,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.06006,1774478,0,594.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026497,NaN,NaN,NaN,NaN,9.2015,-56.5,144.81,297.06,0.5,0.22519
239.72,13864,-17.821,0.028303,17.852,0.425,6729.9,17.78,6729.9,0.15137,9.4163,0.42406,28.61,-80.531,9.7457,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060097,1778033,0,596.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026488,NaN,NaN,NaN,NaN,9.9823,-56.5,145.01,297.06,0.5,0.2252
240.22,13855,-17.807,0.027835,17.841,0.45788,6725.2,17.779,6725.2,0.15147,9.6448,0.45704,28.61,-80.531,9.7457,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060058,1779360,0,596.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026631,NaN,NaN,NaN,NaN,10.254,-56.5,145.21,297.06,0.5,0.22521
240.72,13846,-17.796,0.0224,17.82,0.37509,6720.4,17.779,6720.4,0.15157,9.4576,0.37442,28.61,-80.531,9.7458,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059989,1779760,0,595.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026789,NaN,NaN,NaN,NaN,8.9663,-56.5,145.41,297.06,0.5,0.22524
241.22,13837,-17.775,0.042408,17.843,0.713,6715.6,17.778,6715.6,0.15168,9.8135,0.71174,28.61,-80.531,9.7458,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060067,1784537,0,598.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026634,NaN,NaN,NaN,NaN,10.756,-56.5,145.62,297.06,0.5,0.22526
241.71,13828,-17.746,0.059112,17.871,1.0176,6710.6,17.777,6710.6,0.15179,10.313,1.0159,28.61,-80.531,9.7458,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060158,1789712,0,601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026884,NaN,NaN,NaN,NaN,11.659,-56.5,145.82,297.06,0.49135,0.22527
242.21,13819,-17.75,-0.0074111,17.754,0.29706,6705.4,17.777,6705.4,0.1519,10.461,0.29696,28.61,-80.531,9.7458,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059767,1780470,0,594.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027247,NaN,NaN,NaN,NaN,10.858,-56.5,146.01,297.06,0.5,0.22528
242.71,13810,-17.742,0.014656,17.766,0.4276,6700.2,17.776,6700.3,0.15201,10.247,0.42735,28.61,-80.531,9.7459,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059808,1784134,0,595.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027371,NaN,NaN,NaN,NaN,9.688,-56.5,146.21,297.06,0.5,0.2253
243.21,13801,-17.737,0.010747,17.742,0.045524,6695.1,17.776,6695.1,0.15212,10.225,0.044237,28.61,-80.531,9.7459,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059727,1784166,0,594.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027191,NaN,NaN,NaN,NaN,10.171,-56.5,146.41,297.06,0.5,0.22531
243.71,13793,-17.725,0.023448,17.747,0.32333,6690,17.775,6690,0.15223,10.387,0.32248,28.61,-80.531,9.7459,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059741,1787036,0,595.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027167,NaN,NaN,NaN,NaN,10.815,-56.5,146.61,297.06,0.5,0.22533
244.21,13784,-17.714,0.021513,17.731,0.24756,6684.8,17.774,6684.8,0.15234,10.263,0.24662,28.61,-80.532,9.7459,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059687,1787865,0,595.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027285,NaN,NaN,NaN,NaN,9.943,-56.5,146.81,297.06,0.5,0.22534
244.71,13775,-17.704,0.020421,17.715,0.10479,6679.7,17.774,6679.7,0.15246,10.315,0.10278,28.61,-80.532,9.746,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059636,1788758,0,595.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027174,NaN,NaN,NaN,NaN,10.454,-56.5,147.01,297.06,0.5,0.22535
245.21,13766,-17.692,0.02474,17.709,0.2414,6674.5,17.773,6674.6,0.15257,10.195,0.24013,28.61,-80.532,9.746,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059616,1790585,0,595.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027204,NaN,NaN,NaN,NaN,9.8836,-56.5,147.21,297.06,0.5,0.22537
245.71,13757,-17.664,0.05616,17.755,0.82732,6669.3,17.772,6669.4,0.15268,10.607,0.82542,28.61,-80.532,9.746,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059769,1797608,0,599.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027095,NaN,NaN,NaN,NaN,11.689,-56.5,147.41,297.06,0.5,0.22538
246.21,13748,-17.661,0.0059905,17.668,0.21711,6664.1,17.772,6664.1,0.1528,10.499,0.21703,28.61,-80.532,9.7461,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059476,1791244,0,594.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00274,NaN,NaN,NaN,NaN,10.218,-56.5,147.61,297.06,0.5,0.22539
246.48,13744,-17.613,0.17441,17.952,1.8197,6661.2,17.771,6661.3,0.15286,10.001,1.8113,28.61,-80.532,9.7461,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.060433,1822500,0,614.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027308,NaN,NaN,NaN,NaN,7.2777,-56.5,147.81,297.06,0.27477,0.22541
246.9,13736,-17.596,0.041029,17.746,1.208,6657.2,17.771,6657.2,0.15295,9.5013,1.2073,28.61,-80.532,9.7461,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059739,1802900,0,601.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026856,NaN,NaN,NaN,NaN,7.8321,-56.5,147.92,297.06,0.4139,0.22542
247.4,13727,-17.616,-0.040228,17.596,0.063078,6652.5,17.77,6652.5,0.15305,9.5256,0.048586,28.61,-80.532,9.7461,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059234,1789671,0,591.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026449,NaN,NaN,NaN,NaN,9.5935,-56.5,148.09,297.06,0.5,0.22544
247.9,13719,-17.618,-0.0040686,17.618,0.14616,6647.7,17.77,6647.7,0.15315,9.4526,0.1461,28.61,-80.532,9.7461,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059308,1794293,0,594.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026489,NaN,NaN,NaN,NaN,9.2655,-56.5,148.29,297.06,0.5,0.22545
248.39,13710,-17.587,0.061627,17.711,1.0084,6642.9,17.769,6642.9,0.15326,9.9516,1.0065,28.61,-80.532,9.7462,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059621,1806192,0,601.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026436,NaN,NaN,NaN,NaN,11.265,-56.5,148.49,297.06,0.49583,0.22546
248.89,13701,-17.592,-0.0098219,17.589,0.1304,6637.9,17.768,6637.9,0.15337,10.017,0.13003,28.61,-80.532,9.7462,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059211,1796141,0,593.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026789,NaN,NaN,NaN,NaN,10.191,-56.5,148.68,297.06,0.5,0.22548
249.39,13692,-17.583,0.019212,17.613,0.47707,6633,17.768,6633,0.15348,9.7783,0.47668,28.61,-80.532,9.7462,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059292,1800998,0,596.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026846,NaN,NaN,NaN,NaN,9.1619,-56.5,148.88,297.06,0.5,0.22549
249.89,13684,-17.577,0.011112,17.583,0.063368,6628.1,17.767,6628.1,0.15359,9.7471,0.062386,28.61,-80.532,9.7463,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.05919,1800498,0,594.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026648,NaN,NaN,NaN,NaN,9.6699,-56.5,149.09,297.06,0.5,0.2255
250.39,13675,-17.567,0.019978,17.579,0.15238,6623.2,17.766,6623.2,0.15369,9.8227,0.15107,28.61,-80.532,9.7463,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059178,1802709,0,595.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026618,NaN,NaN,NaN,NaN,10.023,-56.5,149.31,297.06,0.5,0.22552
250.89,13666,-17.55,0.034045,17.589,0.49556,6618.3,17.766,6618.4,0.1538,9.5755,0.49439,28.61,-80.532,9.7463,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059212,1806336,0,597.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026666,NaN,NaN,NaN,NaN,8.9386,-56.5,149.52,297.06,0.5,0.22553
251.39,13657,-17.534,0.031782,17.577,0.54254,6613.5,17.765,6613.5,0.15391,9.8463,0.54161,28.61,-80.532,9.7463,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059171,1807680,0,597.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026456,NaN,NaN,NaN,NaN,10.552,-56.5,149.74,297.06,0.5,0.22555
251.89,13648,-17.527,0.013941,17.536,0.13588,6608.5,17.765,6608.6,0.15402,9.9138,0.13516,28.61,-80.532,9.7464,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059032,1806015,0,595.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026649,NaN,NaN,NaN,NaN,10.093,-56.5,149.95,297.06,0.5,0.22556
252.39,13640,-17.518,0.019137,17.527,0.023571,6603.6,17.764,6603.6,0.15413,9.9207,0.013762,28.61,-80.532,9.7464,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059003,1807699,0,595.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026695,NaN,NaN,NaN,NaN,9.9426,-56.5,150.17,297.06,0.5,0.22557
252.8,13633,-17.478,0.098182,17.654,1.2307,6599.4,17.763,6599.5,0.15422,10.419,1.2268,28.61,-80.532,9.7464,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.059428,1823333,0,604.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002669,NaN,NaN,NaN,NaN,12.108,-56.5,150.38,297.06,0.40628,0.22559
253.3,13624,-17.483,-0.010531,17.478,0.073235,6594.2,17.763,6594.3,0.15434,10.455,0.072474,28.61,-80.532,9.7464,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058838,1807303,0,593.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027049,NaN,NaN,NaN,NaN,10.553,-56.5,150.55,297.06,0.5,0.2256
253.8,13615,-17.473,0.019958,17.503,0.46454,6588.9,17.762,6589,0.15446,10.687,0.46411,28.61,-80.533,9.7465,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058921,1812422,0,596.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027084,NaN,NaN,NaN,NaN,11.29,-56.5,150.77,297.06,0.5,0.22561
254.3,13606,-17.454,0.038608,17.522,0.73295,6583.7,17.762,6583.7,0.15457,10.321,0.73193,28.61,-80.533,9.7465,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058984,1816920,0,598.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027265,NaN,NaN,NaN,NaN,9.3842,-56.5,150.98,297.06,0.5,0.22563
254.8,13598,-17.452,0.0045009,17.455,0.13145,6578.5,17.761,6578.6,0.15469,10.256,0.13138,28.61,-80.533,9.7465,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058761,1812602,0,594.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026943,NaN,NaN,NaN,NaN,10.09,-56.5,151.19,297.06,0.5,0.22564
255.3,13589,-17.438,0.027643,17.475,0.50373,6573.5,17.76,6573.5,0.1548,10.004,0.50297,28.61,-80.533,9.7465,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058825,1817145,0,596.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026888,NaN,NaN,NaN,NaN,9.3616,-56.5,151.41,297.06,0.5,0.22566
255.8,13580,-17.431,0.014267,17.44,0.15304,6568.5,17.76,6568.5,0.15491,10.08,0.15237,28.61,-80.533,9.7466,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058709,1816107,0,595.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002667,NaN,NaN,NaN,NaN,10.281,-56.5,151.62,297.06,0.5,0.22567
256.3,13571,-17.42,0.021377,17.435,0.23025,6563.4,17.759,6563.5,0.15503,9.9658,0.22926,28.61,-80.533,9.7466,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058693,1818177,0,595.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026724,NaN,NaN,NaN,NaN,9.6753,-56.5,151.83,297.06,0.5,0.22568
256.8,13563,-17.41,0.020828,17.421,0.096064,6558.5,17.758,6558.5,0.15514,9.919,0.093779,28.61,-80.533,9.7466,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058644,1819198,0,595.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026621,NaN,NaN,NaN,NaN,9.8025,-56.5,152.05,297.06,0.5,0.2257
257.3,13554,-17.391,0.036632,17.435,0.52839,6553.5,17.758,6553.5,0.15525,10.183,0.52712,28.61,-80.533,9.7466,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058692,1823238,0,597.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026572,NaN,NaN,NaN,NaN,10.861,-56.5,152.26,297.06,0.5,0.22571
257.8,13545,-17.383,0.015664,17.392,0.073794,6548.4,17.757,6548.4,0.15537,10.146,0.072113,28.61,-80.533,9.7467,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058546,1821245,0,595.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026764,NaN,NaN,NaN,NaN,10.058,-56.5,152.47,297.06,0.5,0.22572
258.3,13537,-17.368,0.03071,17.402,0.45296,6543.2,17.757,6543.3,0.15548,10.372,0.45192,28.61,-80.533,9.7467,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058581,1824880,0,596.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026726,NaN,NaN,NaN,NaN,10.954,-56.5,152.68,297.06,0.5,0.22574
258.8,13528,-17.352,0.032934,17.397,0.57102,6538.1,17.756,6538.1,0.1556,10.087,0.57007,28.61,-80.533,9.7467,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058565,1826908,0,597.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026894,NaN,NaN,NaN,NaN,9.3638,-56.5,152.9,297.06,0.5,0.22575
259.3,13519,-17.345,0.013363,17.355,0.19221,6533.1,17.755,6533.1,0.15572,10.183,0.19174,28.61,-80.533,9.7468,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058423,1824994,0,595.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026645,NaN,NaN,NaN,NaN,10.432,-56.5,153.11,297.06,0.5,0.22576
259.8,13511,-17.332,0.026526,17.361,0.42115,6527.9,17.755,6527.9,0.15583,10.393,0.42031,28.61,-80.533,9.7468,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058443,1828162,0,596.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026715,NaN,NaN,NaN,NaN,10.933,-56.5,153.32,297.06,0.5,0.22578
260.3,13502,-17.322,0.019499,17.338,0.26645,6522.7,17.754,6522.8,0.15595,10.261,0.26574,28.61,-80.533,9.7468,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058365,1828245,0,595.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026873,NaN,NaN,NaN,NaN,9.9257,-56.5,153.53,297.06,0.5,0.22579
260.8,13493,-17.31,0.023301,17.331,0.30934,6517.6,17.753,6517.6,0.15607,10.415,0.30846,28.61,-80.533,9.7468,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058341,1.83e6,0,595.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026754,NaN,NaN,NaN,NaN,10.811,-56.5,153.74,297.06,0.5,0.2258
261.3,13485,-17.293,0.033601,17.337,0.54032,6512.3,17.753,6512.3,0.15619,10.684,0.53927,28.61,-80.533,9.7469,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058361,1833158,0,597.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026868,NaN,NaN,NaN,NaN,11.373,-56.5,153.96,297.06,0.5,0.22582
261.8,13476,-17.286,0.015108,17.297,0.19704,6506.9,17.752,6507,0.15631,10.783,0.19646,28.61,-80.533,9.7469,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058227,1831468,0,595.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027074,NaN,NaN,NaN,NaN,11.036,-56.5,154.17,297.06,0.5,0.22583
262.3,13467,-17.268,0.036127,17.318,0.60117,6501.6,17.751,6501.6,0.15643,10.483,0.60009,28.61,-80.533,9.7469,NaN,NaN,NaN,NaN,60976,0,NaN,NaN,NaN,NaN,NaN,0.058299,1836216,0,597.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027149,NaN,NaN,NaN,NaN,9.7261,-56.5,154.38,297.06,0.5,0.22584
