Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (),Lateral velocity (m/s),Lateral acceleration (m/s),Latitude (),Longitude (),Gravitational acceleration (m/s),Angle of attack (),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kgm),Rotational moment of inertia (kgm),CP location (in),CG location (in),Stability margin calibers (),Mach number (),Reynolds number (),Thrust (N),Drag force (N),Drag coefficient (),Axial drag coefficient (),Friction drag coefficient (),Pressure drag coefficient (),Base drag coefficient (),Normal force coefficient (),Pitch moment coefficient (),Yaw moment coefficient (),Side force coefficient (),Roll moment coefficient (),Roll forcing coefficient (),Roll damping coefficient (),Pitch damping coefficient (),Coriolis acceleration (m/s),Reference length (in),Reference area (cm),Vertical orientation (zenith) (),Lateral orientation (azimuth) (),Wind velocity (m/s),Air temperature (C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.61,8.0229,26.741,42.793,26.806,42.897,0.56102,0,0.56102,0,1.8699,2.9924,28.61,-80.6,9.7882,21.818,0,0,0,118700,57724,350.69,0.65314,NaN,130.18,NaN,0.085163,11308383,6263.8,12.851,0.8021,1.0178,0.67148,0.0096799,0.12094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034346,7,248.29,86,0,NaN,28.901,999.3,348.81,0.01,0.016375
0.62,8.2924,27.169,42.786,27.235,42.891,0.57986,0,0.57986,0,1.8998,2.9919,28.61,-80.6,9.7882,21.528,0,0,0,118666,57690,350.62,0.65301,NaN,130.21,NaN,0.086315,11461349,6261.7,13.237,0.80212,1.0206,0.67147,0.0096824,0.12097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034895,7,248.29,86,0,NaN,28.9,999.29,348.81,0.01,0.016573
0.63,8.5663,27.597,42.78,27.664,42.884,0.59901,0,0.59901,0,1.9297,2.9914,28.61,-80.6,9.7882,21.245,0,0,0,118632,57656,350.55,0.65289,NaN,130.25,NaN,0.08747,11614575,6259.5,13.628,0.80213,1.0232,0.67145,0.009685,0.12099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035445,7,248.29,86,0,NaN,28.899,999.27,348.81,0.01,0.01677
0.64,8.8444,28.024,42.773,28.093,42.878,0.61846,0,0.61846,0,1.9597,2.991,28.61,-80.6,9.7882,20.97,0,0,0,118598,57622,350.47,0.65276,NaN,130.28,NaN,0.088626,11768051,6257.3,14.023,0.80215,1.0256,0.67144,0.0096876,0.12102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035995,7,248.29,86,0,NaN,28.898,999.26,348.81,0.01,0.016968
0.65,9.1268,28.452,42.766,28.522,42.871,0.63821,0,0.63821,0,1.9896,2.9905,28.61,-80.6,9.7882,20.701,0,0,0,118564,57588,350.4,0.65264,NaN,130.31,NaN,0.089785,11921764,6255.1,14.423,0.80216,1.0278,0.67142,0.0096902,0.12105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036544,7,248.29,86,0,NaN,28.897,999.25,348.81,0.01,0.017164
0.66,9.4134,28.88,42.76,28.951,42.864,0.65825,0,0.65825,0,2.0195,2.9901,28.61,-80.6,9.7882,20.497,0,0,0,118530,57554,350.33,0.65251,NaN,130.34,NaN,0.090986,12081168,6252.9,14.834,0.80218,1.0294,0.67141,0.009693,0.12108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037094,7,248.29,86,0,NaN,28.896,999.23,348.81,0.01,0.017376
0.67,9.7044,29.308,42.753,29.379,42.857,0.6786,0,0.6786,0,2.0494,2.9896,28.61,-80.6,9.7882,20.298,0,0,0,118496,57520,350.26,0.65239,NaN,130.37,NaN,0.092188,12240694,6250.7,15.25,0.8022,1.0308,0.6714,0.0096958,0.1211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037643,7,248.29,86,0,NaN,28.895,999.22,348.81,0.01,0.017581
0.68,9.9996,29.735,42.746,29.808,42.851,0.69924,0,0.69924,0,2.0793,2.9891,28.61,-80.6,9.7882,20.104,0,0,0,118461,57486,350.19,0.65226,NaN,130.4,NaN,0.093392,1.24e7,6248.6,15.671,0.80221,1.0322,0.67138,0.0096987,0.12113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038192,7,248.29,86,0,NaN,28.894,999.21,348.81,0.01,0.017762
0.69,10.299,30.163,42.739,30.237,42.844,0.72018,0,0.72018,0,2.1092,2.9886,28.61,-80.6,9.7882,19.915,0,0,0,118427,57451,350.12,0.65214,NaN,130.44,NaN,0.094596,1.256e7,6246.4,16.097,0.80223,1.0334,0.67137,0.0097016,0.12116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038741,7,248.29,86,0,NaN,28.893,999.19,348.81,0.01,0.017944
0.7,10.603,30.59,42.732,30.665,42.837,0.74142,0,0.74142,0,2.1391,2.9881,28.61,-80.6,9.7881,19.731,0,0,0,118393,57417,350.04,0.65201,NaN,130.47,NaN,0.0958,1.272e7,6244.2,16.528,0.80225,1.0346,0.67135,0.0097045,0.12119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039291,7,248.29,86,0,NaN,28.892,999.18,348.81,0.01,0.018126
0.71,10.911,31.018,42.726,31.094,42.83,0.76296,0,0.76296,0,2.169,2.9877,28.61,-80.6,9.7881,19.176,0,0,0,118359,57383,349.97,0.65189,NaN,130.5,NaN,0.096732,12843541,6242,16.899,0.80226,1.0376,0.67134,0.0097068,0.12122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003984,7,248.29,86,0,NaN,28.891,999.17,348.81,0.01,0.018308
0.72,11.223,31.445,42.72,31.522,42.824,0.7848,0,0.7848,0,2.1989,2.9872,28.61,-80.6,9.7881,18.632,0,0,0,118325,57349,349.9,0.65176,NaN,130.53,NaN,0.097673,12968290,6239.8,17.268,0.80227,1.0399,0.67133,0.0097092,0.12124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040388,7,248.29,86,0,NaN,28.89,999.15,348.81,0.01,0.018491
0.73,11.54,31.873,42.713,31.95,42.818,0.80694,0,0.80694,0,2.2287,2.9868,28.61,-80.6,9.7881,18.099,0,0,0,118291,57315,349.83,0.65164,NaN,130.56,NaN,0.098622,13094159,6237.7,17.633,0.80229,1.0416,0.67131,0.0097116,0.12126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040937,7,248.29,86,0,NaN,28.889,999.14,348.81,0.01,0.01868
0.74,11.861,32.3,42.707,32.379,42.811,0.82938,0,0.82938,0,2.2586,2.9864,28.61,-80.6,9.7881,17.576,0,0,0,118257,57281,349.76,0.65152,NaN,130.59,NaN,0.099579,13221115,6235.5,17.994,0.8023,1.0426,0.6713,0.009714,0.12129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041486,7,248.29,86,0,NaN,28.888,999.12,348.8,0.01,0.018864
0.75,12.186,32.727,42.701,32.807,42.805,0.85211,0,0.85211,0,2.2885,2.9859,28.61,-80.6,9.7881,17.063,0,0,0,118223,57247,349.69,0.65139,NaN,130.62,NaN,0.10054,13349126,6233.3,18.352,0.80233,1.043,0.67129,0.0097329,0.12131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042035,7,248.29,86,0,NaN,28.886,999.11,348.8,0.01,0.019047
0.76,12.515,33.154,42.704,33.235,42.798,0.87515,0,0.87515,0,2.3184,2.8271,28.61,-80.6,9.7881,16.988,0,0,0,118188,57213,349.62,0.65127,139.54,130.66,1.2693,0.10181,13516488,6230.6,18.817,0.80239,1.0431,0.67127,0.0097744,0.12135,5.4855,6.9627,-1.108e-4,0,0,0,0,0,0.0042583,7,248.29,86,0,NaN,28.885,999.09,348.8,0.015,0.019252
0.775,13.017,33.795,42.687,33.877,42.779,0.91024,1.8318e-8,0.91024,1.153e-6,2.3606,2.804,28.61,-80.6,9.7881,16.876,0,1.5426e-4,0,118146,57170,349.53,0.65111,139.58,130.7,1.269,0.1037,13767233,6226.5,19.523,0.80248,1.0432,0.67124,0.0098365,0.1214,5.4255,6.8848,-1.7345e-4,0,0,0,0,3.9134e-5,0.0043406,7,248.29,86,1.8379e-7,NaN,28.883,999.07,348.8,0.0225,0.019439
0.7975,13.788,34.756,42.66,34.84,42.75,0.96406,1.1545e-7,0.96406,6.8616e-6,2.4234,2.7703,28.61,-80.6,9.7881,16.712,0,3.9296e-4,-5.6195e-9,118082,57106,349.4,0.65088,139.63,130.75,1.2683,0.10653,14143240,6220.3,20.604,0.80261,1.0432,0.6712,0.0099299,0.12148,5.3386,6.7706,4.7365e-4,0,0,0,0,2.4061e-4,0.0044639,7,248.29,85.997,5.9526e-7,NaN,28.881,999.04,348.8,0.03375,0.019624
0.83125,14.986,36.196,42.615,36.283,42.708,1.0474,4.2201e-7,1.0474,2.3084e-5,2.5177,2.8207,28.61,-80.6,9.7881,15.531,0,7.5476e-4,0,117986,57010,349.2,0.65053,140.05,130.84,1.3147,0.11012,14618761,6211.2,21.915,0.80278,1.0385,0.67115,0.010048,0.12158,4.7294,6.2174,2.7423e-4,0,0,0,0,8.3079e-4,0.0046489,7,248.29,85.99,1.8295e-6,NaN,28.876,998.98,348.8,0.05,0.019848
0.88125,16.849,38.328,42.553,38.42,42.644,1.1769,1.2446e-6,1.1769,6.0593e-5,2.6595,2.7971,28.61,-80.6,9.7881,14.912,0,0.0012885,-5.1979e-9,117843,56867,348.91,0.65,140.28,130.97,1.3299,0.11618,15422672,6200.3,24.285,0.80306,1.034,0.67106,0.010249,0.12175,4.423,5.8805,1.1941e-4,0,0,0,0,0.0021754,0.0049227,7,248.29,85.972,3.7871e-6,NaN,28.87,998.9,348.79,0.05,0.020024
0.93125,18.819,40.459,42.517,40.555,42.606,1.3133,2.5276e-6,1.3133,1.1027e-4,2.798,2.753,28.61,-80.6,9.7881,14.614,0,0.0018687,8.3485e-9,117673,56697,348.57,0.64938,140.4,131.13,1.3249,0.12244,16253108,6189.4,26.906,0.80337,1.0315,0.67096,0.010458,0.12195,4.2792,5.6654,-3.8595e-4,0,0,0,0,0.0041195,0.0051962,7,248.29,85.944,5.0852e-6,NaN,28.863,998.81,348.79,0.05,0.020201
0.98125,20.895,42.587,42.481,42.688,42.566,1.4566,4.2931e-6,1.4566,1.6886e-4,2.9348,2.686,28.61,-80.6,9.7881,14.579,0,0.002487,0,117502,56526,348.23,0.64876,140.42,131.29,1.305,0.12889,17107712,6178.4,29.812,0.80368,1.0315,0.67085,0.010674,0.12216,4.2624,5.5559,-2.4111e-5,0,0,0,0,0.0065846,0.0054694,7,248.29,85.905,3.4702e-6,NaN,28.855,998.71,348.79,0.05,0.020378
1.0313,23.077,44.714,42.441,44.819,42.526,1.6067,6.5621e-6,1.6067,2.3401e-4,3.0683,2.6857,28.61,-80.6,9.7881,14.112,0,0.0031579,6.9505e-9,117331,56356,347.89,0.64813,140.62,131.44,1.3109,0.135,17917500,6167.5,32.549,0.80399,1.0267,0.67074,0.010879,0.12237,4.0409,5.2869,1.0272e-4,0,0,0,0,0.0096775,0.0057424,7,248.29,85.854,5.859e-6,NaN,28.848,998.62,348.78,0.05,0.020554
1.0813,25.366,46.838,42.399,46.948,42.489,1.7635,9.3559e-6,1.7635,3.0397e-4,3.2046,2.7601,28.61,-80.6,9.7881,13.242,0,0.0038384,1.1093e-8,117161,56185,347.55,0.64751,141.01,131.6,1.3444,0.14077,18682860,6156.6,35.002,0.80429,1.0154,0.67063,0.011074,0.12258,3.6427,4.8842,-4.0722e-4,0,0,0,0,0.013149,0.0060151,7,248.29,85.791,7.1747e-6,NaN,28.839,998.51,348.78,0.05,0.020732
1.1313,27.761,48.961,42.356,49.075,42.449,1.9272,1.2696e-5,1.9272,3.7744e-4,3.3442,2.796,28.61,-80.6,9.7881,12.772,0,0.0045275,5.5429e-8,116990,56014,347.22,0.64689,141.24,131.75,1.3548,0.14684,19486602,6145.7,37.825,0.8046,1.0086,0.67052,0.01128,0.1228,3.4353,4.6371,-2.465e-4,0,0,0,0,0.016814,0.0062876,7,248.29,85.716,4.5804e-6,NaN,28.831,998.4,348.77,0.05,0.020908
1.1813,30.262,51.081,42.312,51.2,42.409,2.098,1.6603e-5,2.098,4.5343e-4,3.4855,2.8705,28.61,-80.6,9.7881,12.164,0,0.0052433,7.0385e-8,116820,55844,346.89,0.64626,141.55,131.91,1.3772,0.15278,20273675,6134.8,40.549,0.80492,0.99888,0.6704,0.011483,0.12303,3.1752,4.3518,-1.1632e-4,0,0,0,0,0.020831,0.0065599,7,248.29,85.628,-2.9875e-6,NaN,28.822,998.29,348.77,0.05,0.021088
1.2313,32.869,53.199,42.266,53.323,42.369,2.2759,2.1097e-5,2.2759,5.3113e-4,3.6316,2.9501,28.61,-80.6,9.7881,11.641,0,0.0059639,1.2297e-7,116649,55673,346.57,0.64564,141.83,132.06,1.3959,0.15878,21067499,6123.9,43.396,0.80524,0.98993,0.67027,0.011689,0.12328,2.9589,4.1052,3.6438e-4,0,0,0,0,0.024955,0.0068319,7,248.29,85.527,-1.41e-5,NaN,28.813,998.17,348.76,0.05,0.021264
1.2813,35.582,55.315,42.217,55.444,42.332,2.4612,2.6199e-5,2.4612,6.0991e-4,3.7824,3.1106,28.61,-80.6,9.7881,10.746,0,0.0066952,1.1962e-7,116479,55503,346.25,0.64502,142.36,132.21,1.4493,0.16446,2.182e7,6113,45.764,0.80555,0.97317,0.67015,0.011884,0.12352,2.6045,3.7453,3.4362e-4,0,0,0,0,0.029315,0.0071037,7,248.29,85.413,-2.7382e-5,NaN,28.803,998.05,348.75,0.05,0.021442
1.3313,38.4,57.428,42.168,57.563,42.294,2.6543,3.1929e-5,2.6543,6.8922e-4,3.9427,3.2653,28.61,-80.6,9.7881,10.007,0,0.0074011,1.2145e-7,116308,55332,345.93,0.64439,142.84,132.37,1.4961,0.17026,22587186,6102.1,48.305,0.80587,0.95857,0.67002,0.012085,0.12377,2.3271,3.4488,5.0024e-5,0,0,0,0,0.033425,0.0073753,7,248.29,85.286,-3.4329e-5,NaN,28.793,997.92,348.75,0.05,0.02162
1.3813,41.325,59.539,42.116,59.681,42.251,2.8556,3.8311e-5,2.8556,7.687e-4,4.109,3.3654,28.61,-80.6,9.7881,9.694,0,0.0081159,1.9299e-7,116137,55162,345.61,0.64377,143.06,132.52,1.5057,0.17638,23397197,6091.1,51.504,0.80622,0.95246,0.66988,0.012298,0.12404,2.2139,3.2962,2.0589e-5,0,0,0,0,0.037453,0.0076466,7,248.29,85.146,-4.4718e-5,NaN,28.782,997.79,348.74,0.05,0.021797
1.4313,44.354,61.647,42.063,61.795,42.211,3.0653,4.5367e-5,3.0653,8.48e-4,4.281,3.5344,28.61,-80.6,9.788,9.0845,0,0.0088451,1.4248e-7,115967,54991,345.3,0.64315,143.51,132.67,1.548,0.18226,24174609,6080.2,54.267,0.80656,0.94,0.66973,0.012503,0.12432,2.0008,3.056,-2.2225e-4,0,0,0,0,0.041664,0.0079176,7,248.29,84.994,-5.4118e-5,NaN,28.772,997.65,348.73,0.05,0.021973
1.4813,47.489,63.752,42.007,63.908,42.172,3.2838,5.3122e-5,3.2838,9.2687e-4,4.463,3.7221,28.61,-80.6,9.788,8.472,0,0.0095561,1.2121e-7,115796,54820,344.99,0.64252,144,132.83,1.5961,0.18812,2.495e7,6069.3,57.029,0.8069,0.92734,0.66959,0.012708,0.1246,1.7963,2.8214,-2.5914e-4,0,0,0,0,0.045648,0.0081884,7,248.29,84.828,-4.9961e-5,NaN,28.761,997.51,348.73,0.05,0.022151
1.5313,50.729,65.855,41.949,66.019,42.136,3.5117,6.1606e-5,3.5117,0.0010051,4.6548,3.9647,28.61,-80.6,9.788,7.6536,0,0.010254,1.697e-7,115626,54650,344.68,0.6419,144.72,132.98,1.677,0.19382,25702995,6058.4,59.412,0.80723,0.91029,0.66944,0.012909,0.12488,1.5385,2.5305,4.0731e-4,0,0,0,0,0.04952,0.008459,7,248.29,84.65,-4.0362e-5,NaN,28.749,997.36,348.72,0.05,0.022327
1.5813,54.075,67.955,41.889,68.128,42.097,3.7495,7.085e-5,3.7495,0.0010826,4.8595,4.1845,28.61,-80.6,9.788,7.0525,0,0.010913,1.9724e-7,115455,54479,344.37,0.64127,145.3,133.13,1.7388,0.19968,26477182,6047.5,62.203,0.80759,0.89808,0.66929,0.013116,0.12518,1.3604,2.3129,8.8308e-5,0,0,0,0,0.052845,0.0087294,7,248.29,84.459,-2.8716e-5,NaN,28.737,997.21,348.71,0.05,0.022526
1.6313,57.525,70.051,41.826,70.235,42.061,3.9978,8.089e-5,3.9978,0.0011593,5.0748,4.4401,28.61,-80.6,9.788,6.3369,0,0.011558,3.1429e-7,115285,54309,344.07,0.64065,146.07,133.28,1.8266,0.20544,27238346,6036.6,64.792,0.80794,0.88387,0.66913,0.013321,0.12549,1.1609,2.0641,-2.6534e-4,0,0,0,0,0.055999,0.0089994,7,248.29,84.257,-2.1441e-5,NaN,28.725,997.06,348.71,0.05,0.023054
1.6813,61.08,72.144,41.759,72.339,42.027,4.2573,9.1761e-5,4.2573,0.001235,5.3045,4.732,28.61,-80.6,9.788,5.4904,0,0.01215,3.7065e-7,115114,54138,343.77,0.64003,147.09,133.43,1.9509,0.21109,27985411,6025.7,67.157,0.80829,0.86783,0.66897,0.013523,0.12579,0.94269,1.7807,-3.6246e-4,0,0,0,0,0.058612,0.0092693,7,248.29,84.043,-1.9078e-5,NaN,28.712,996.89,348.7,0.05,0.023299
1.7313,64.739,74.234,41.691,74.441,41.983,4.5285,1.035e-4,4.5285,0.0013095,5.5475,4.9403,28.61,-80.6,9.788,5.198,0,0.012703,4.0078e-7,114943,53968,343.48,0.6394,147.48,133.58,1.9852,0.21716,28786588,6014.7,70.653,0.80867,0.86284,0.6688,0.013741,0.12613,0.87183,1.6704,3.9549e-5,0,0,0,0,0.060542,0.0095389,7,248.29,83.82,-1.46e-5,NaN,28.699,996.73,348.69,0.05,0.023499
1.7813,68.503,76.321,41.619,76.541,41.938,4.8121,1.1615e-4,4.8121,0.001383,5.7998,5.1592,28.61,-80.6,9.788,4.91,0,0.013268,4.8939e-7,114773,53797,343.19,0.63878,147.88,133.73,2.0215,0.22323,29587334,6003.8,74.232,0.80906,0.8581,0.66862,0.01396,0.12648,0.80427,1.5629,-5.8951e-5,0,0,0,0,0.06251,0.0098082,7,248.29,83.586,-6.509e-6,NaN,28.686,996.56,348.68,0.05,0.023701
1.8313,72.371,78.403,41.545,78.638,41.895,5.1087,1.2976e-4,5.1087,0.0014553,6.0644,5.4039,28.61,-80.6,9.788,4.5422,0,0.013813,5.6737e-7,114602,53626,342.9,0.63816,148.43,133.88,2.0779,0.22923,30378828,5992.9,77.722,0.80944,0.85219,0.66844,0.014177,0.12683,0.72127,1.4343,-3.6288e-4,0,0,0,0,0.064255,0.010077,7,248.29,83.342,-1.5989e-6,NaN,28.672,996.38,348.67,0.05,0.023899
1.8813,76.343,80.482,41.467,80.732,41.851,5.4188,1.4435e-4,5.4188,0.0015263,6.3412,5.6561,28.61,-80.6,9.7879,4.1952,0,0.014343,7.2086e-7,114432,53456,342.61,0.63753,148.97,134.03,2.1349,0.23524,31171320,5982,81.329,0.80984,0.84692,0.66825,0.014395,0.12719,0.64631,1.3139,-2.2984e-4,0,0,0,0,0.065789,0.010346,7,248.29,83.089,9.5059e-7,NaN,28.658,996.2,348.67,0.05,0.024115
1.9313,80.419,82.557,41.385,82.823,41.81,5.743,1.5999e-4,5.743,0.0015961,6.6314,5.9443,28.61,-80.6,9.7879,3.7071,0,0.014845,9.7456e-7,114261,53285,342.33,0.63691,149.8,134.18,2.2319,0.24112,31947400,5971.1,84.722,0.81023,0.83986,0.66806,0.014611,0.12756,0.54639,1.1527,-6.6675e-5,0,0,0,0,0.067085,0.010614,7,248.29,82.826,-5.4367e-6,NaN,28.643,996.02,348.66,0.05,0.024298
1.9813,84.599,84.628,41.299,84.912,41.77,6.0822,1.7671e-4,6.0822,0.0016647,6.9368,6.2512,28.61,-80.6,9.7879,3.1644,0,0.015298,1.1555e-6,114091,53115,342.05,0.63629,150.82,134.33,2.3557,0.24695,32716002,5960.2,88.102,0.81062,0.83276,0.66787,0.014825,0.12793,0.4429,0.97522,1.0997e-4,0,0,0,0,0.067916,0.010882,7,248.29,82.555,-1.4021e-5,NaN,28.628,995.83,348.65,0.05,0.024481
2.0313,88.882,86.694,41.212,86.998,41.718,6.4369,1.9456e-4,6.4369,0.0017318,7.2563,6.476,28.61,-80.6,9.7879,3.1329,0,0.015716,1.2025e-6,113920,52944,341.77,0.63566,150.89,134.48,2.3447,0.2532,33538837,5949.3,92.599,0.81105,0.83279,0.66766,0.015055,0.12833,0.43718,0.95642,4.8428e-4,0,0,0,0,0.068194,0.01115,7,248.29,82.276,-1.5013e-5,NaN,28.613,995.64,348.64,0.05,0.024686
2.0813,93.268,88.757,41.122,89.08,41.669,6.808,2.1359e-4,6.808,0.0017976,7.5861,6.7305,28.61,-80.6,9.7879,2.9759,0,0.016165,1.1734e-6,113749,52774,341.49,0.63504,151.21,134.62,2.3698,0.25934,34347946,5938.4,96.946,0.81147,0.83124,0.66745,0.015283,0.12874,0.4089,0.90052,4.0814e-4,0,0,0,0,0.068768,0.011418,7,248.29,81.989,-1.5146e-6,NaN,28.597,995.44,348.63,0.05,0.024888
2.1313,97.757,90.814,41.027,91.159,41.622,7.1958,2.3387e-4,7.1958,0.0018621,7.9305,7.0148,28.61,-80.6,9.7879,2.7011,0,0.016582,1.3548e-6,113579,52603,341.22,0.63442,151.8,134.77,2.4322,0.26538,35142694,5927.4,101.14,0.8119,0.82839,0.66723,0.015508,0.12916,0.361,0.80927,-4.4045e-4,0,0,0,0,0.069116,0.011685,7,248.29,81.694,2.6179e-5,NaN,28.581,995.23,348.62,0.05,0.025065
2.1813,102.35,92.866,40.927,93.236,41.575,7.6012,2.5544e-4,7.6012,0.0019254,8.289,7.3131,28.61,-80.6,9.7879,2.3919,0,0.016977,1.6894e-6,113408,52432,340.95,0.63379,152.49,134.92,2.5109,0.27138,35932105,5916.5,105.37,0.81232,0.82544,0.66702,0.015732,0.12957,0.30955,0.70772,-4.224e-4,0,0,0,0,0.069284,0.011951,7,248.29,81.392,4.6804e-5,NaN,28.565,995.03,348.61,0.05,0.025267
2.2313,107.04,94.914,40.825,95.308,41.526,8.025,2.7838e-4,8.025,0.0019875,8.6626,7.599,28.61,-80.6,9.7879,2.1864,0,0.017336,1.9852e-6,113238,52262,340.69,0.63317,152.99,135.06,2.5605,0.27747,36733065,5905.6,109.91,0.81276,0.82383,0.66679,0.015961,0.13001,0.27681,0.63975,-2.9071e-4,0,0,0,0,0.069108,0.012218,7,248.29,81.083,6.3844e-5,NaN,28.548,994.81,348.6,0.05,0.02545
2.2813,111.84,96.956,40.72,97.378,41.474,8.4677,3.0275e-4,8.4677,0.0020485,9.05,7.8725,28.61,-80.6,9.7878,2.0782,0,0.017686,2.2428e-6,113067,52091,340.42,0.63255,153.26,135.21,2.5788,0.28365,37545959,5894.7,114.76,0.81321,0.82326,0.66656,0.016195,0.13046,0.26005,0.60196,2.532e-4,0,0,0,0,0.068835,0.012484,7,248.29,80.768,7.6199e-5,NaN,28.531,994.6,348.59,0.05,0.025634
2.3313,116.74,98.993,40.607,99.443,41.428,8.9302,3.2862e-4,8.9302,0.0021084,9.452,8.2083,28.61,-80.6,9.7878,1.6727,0,0.018014,2.7525e-6,112897,51921,340.16,0.63192,154.32,135.36,2.709,0.28953,38318985,5883.8,119.11,0.81365,0.82027,0.66633,0.016419,0.1309,0.20002,0.47307,-1.6465e-4,0,0,0,0,0.068541,0.012749,7,248.29,80.446,1.0094e-4,NaN,28.513,994.37,348.58,0.05,0.025821
2.3812,121.74,101.02,40.492,101.51,41.38,9.4132,3.5607e-4,9.4132,0.0021673,9.8715,8.5279,28.61,-80.6,9.7878,1.377,0,0.018265,3.448e-6,112726,51750,339.91,0.6313,155.16,135.5,2.8082,0.29551,39104645,5872.9,123.8,0.8141,0.81865,0.6661,0.016647,0.13135,0.15908,0.37928,-1.9778e-4,0,0,0,0,0.067647,0.013014,7,248.29,80.12,1.3355e-4,NaN,28.496,994.15,348.57,0.05,0.026005
2.4312,126.84,103.05,40.37,103.56,41.333,9.9176,3.8519e-4,9.9176,0.0022253,10.307,8.8675,28.61,-80.6,9.7878,0.98682,0,0.018479,5.1473e-6,112555,51580,339.65,0.63068,156.36,135.65,2.9588,0.30138,39875445,5862,128.47,0.81454,0.81692,0.66586,0.016872,0.13181,0.10872,0.25552,2.6624e-4,0,0,0,0,0.06657,0.013279,7,248.29,79.789,1.6866e-4,NaN,28.477,993.92,348.56,0.05,0.026187
2.4812,132.04,105.07,40.243,105.62,41.286,10.444,4.1605e-4,10.444,0.0022824,10.76,9.2235,28.61,-80.6,9.7878,0.49958,0,0.018594,1.0708e-5,112385,51409,339.4,0.63005,158.03,135.79,3.1767,0.30714,4.063e7,5851.1,133.18,0.81498,0.81561,0.66563,0.017094,0.13226,0.051696,0.099536,-4.1121e-4,0,0,0,0,0.064908,0.013544,7,248.29,79.455,2.1272e-4,NaN,28.459,993.68,348.54,0.05,0.026371
2.5312,137.35,107.08,40.106,107.67,41.242,10.994,4.4877e-4,10.994,0.0023388,11.231,9.6109,28.61,-80.6,9.7878,0.2257,0,-0.018593,2.5841e-5,112214,51238,339.15,0.62943,159.07,135.93,3.3052,0.31262,41349048,5840.1,137.93,0.81541,0.81554,0.6654,0.017306,0.13271,0.022507,0.13699,3.3591e-4,0,0,0,0,-0.062647,0.013808,7,248.29,79.12,2.5839e-4,NaN,28.44,993.44,348.53,0.05,0.026574
2.5812,142.75,109.09,39.963,109.71,41.193,11.568,4.8344e-4,11.568,0.0023946,11.722,9.9898,28.61,-80.6,9.7877,0.81873,0,-0.018414,7.5809e-6,112044,51068,338.9,0.62881,156.94,136.08,2.9806,0.31822,42082423,5829.2,143.22,0.81585,0.8175,0.66516,0.017523,0.13316,0.088348,0.32271,-7.6891e-6,0,0,0,0,-0.059309,0.014071,7,248.29,78.787,3.1415e-4,NaN,28.421,993.2,348.52,0.05,0.026752
2.6312,148.26,111.08,39.823,111.76,41.139,12.166,5.2017e-4,12.166,0.0024497,12.231,10.325,28.61,-80.6,9.7877,1.1159,0,-0.018136,5.6962e-6,111873,50897,338.66,0.62818,156,136.22,2.8256,0.32409,42851961,5818.3,148.85,0.81632,0.81934,0.66491,0.017753,0.13365,0.125,0.40852,-3.2907e-5,0,0,0,0,-0.05547,0.014334,7,248.29,78.458,3.6314e-4,NaN,28.401,992.95,348.51,0.05,0.026929
2.6812,153.86,113.08,39.689,113.79,41.083,12.791,5.5905e-4,12.791,0.0025042,12.755,10.61,28.61,-80.6,9.7877,1.1741,0,-0.017809,5.6501e-6,111703,50727,338.42,0.62756,155.84,136.36,2.7816,0.3302,43651880,5807.4,154.63,0.81681,0.82015,0.66464,0.017993,0.13417,0.13248,0.41989,-3.2044e-4,0,0,0,0,-0.051529,0.014597,7,248.29,78.134,4.2436e-4,NaN,28.381,992.69,348.5,0.05,0.027106
2.7312,159.56,115.06,39.555,115.83,41.024,13.442,6.002e-4,13.442,0.0025583,13.293,10.882,28.61,-80.6,9.7877,1.1982,0,-0.017475,5.6509e-6,111532,50556,338.18,0.62694,155.78,136.51,2.7527,0.33634,44455486,5796.5,160.51,0.81731,0.82079,0.66437,0.018235,0.13471,0.13563,0.4214,-2.4309e-4,0,0,0,0,-0.047822,0.014859,7,248.29,77.817,5.0321e-4,NaN,28.361,992.43,348.49,0.05,0.027283
