,Chamber Pressure [psia],O/F Ratio,Exit Pressure [psia],gamma,Exit Velocity [m/s],Thrust Coefficient
6410,1058.1,8.7,42.32738619089527,1.2332,2015.3449999999998,1.4356
6411,720.1,8.9,28.764879763521613,1.2338,2003.7888,1.4356
6412,734.8,8.9,29.35559905716911,1.2337,2004.324,1.4356
6413,749.5,8.9,29.94526349434656,1.2337,2004.5916000000002,1.4356
6414,764.2,8.9,30.536242307999682,1.2336,2005.1268,1.4356
6415,778.9,8.9,31.1261189258312,1.2336,2005.3944000000001,1.4356
6416,793.6,8.9,31.716089840939976,1.2336,2005.662,1.4356
6417,808.3,8.9,32.306155075939245,1.2335,2005.9296000000002,1.4356
6418,823.0,8.9,32.897629611863934,1.2335,2006.4648,1.4356
6419,837.7,8.9,33.48790725564661,1.2335,2006.7324,1.4356
6420,852.4,8.9,34.078279294766716,1.2334,2007.0000000000002,1.4356
6421,867.1,8.9,34.66874575186918,1.2334,2007.2676000000001,1.4356
6422,881.8,8.9,35.25930664960614,1.2333,2006.785,1.4356
6423,896.5,8.9,35.84996201063702,1.2333,2007.0524999999998,1.4356
6424,911.2,8.9,36.44071185762848,1.2333,2007.5874999999999,1.4356
6425,925.8,8.9,37.027556693196814,1.2332,2007.855,1.4356
6426,940.5,8.9,37.61849526018959,1.2332,2008.1225,1.4356
6427,955.2,8.9,38.208,1.2332,2008.3899999999996,1.4356
6428,969.9,8.9,38.79910392831426,1.2332,2008.6574999999998,1.4356
6429,984.6,8.9,39.39030244839174,1.2331,2008.925,1.4356
6430,999.3,8.9,39.9815955829399,1.2331,2009.1924999999999,1.4356
6431,1014.0,8.9,40.571359980794625,1.2331,2009.46,1.4356
6432,1028.7,8.9,41.162818614701294,1.233,2009.7274999999997,1.4356
6433,1043.4,8.9,41.75437192364641,1.233,2009.995,1.4356
6434,1058.1,8.9,42.344325276132544,1.233,2010.2624999999998,1.4356
6435,720.1,9.1,28.76832727418002,1.2337,1997.9016000000001,1.4356
6436,734.8,9.1,29.3579447840505,1.2337,1998.1692000000003,1.4356
6437,749.5,9.1,29.947656530946578,1.2336,1998.4368,1.4356
6438,764.2,9.1,30.538682864450127,1.2336,1998.9720000000002,1.4356
6439,778.9,9.1,31.128606825993128,1.2336,1999.2396,1.4356
6440,793.6,9.1,31.718625099920065,1.2335,1999.5072000000002,1.4356
6441,808.3,9.1,32.31002918015749,1.2335,2000.0424,1.4356
6442,823.0,9.1,32.90025984409354,1.2335,2000.3100000000002,1.4356
6443,837.7,9.1,33.490584895854155,1.2334,2000.5776,1.4356
6444,852.4,9.1,34.081004358082446,1.2334,2000.8452000000002,1.4356
6445,867.1,9.1,34.671518253428765,1.2333,2000.3649999999998,1.4356
6446,881.8,9.1,35.26212660455072,1.2333,2000.8999999999999,1.4356
6447,896.5,9.1,35.852829434113175,1.2333,2001.1675,1.4356
6448,911.2,9.1,36.44362676478823,1.2332,2001.435,1.4356
6449,925.8,9.1,37.03051877924883,1.2332,2001.7024999999996,1.4356
6450,940.5,9.1,37.621504860194406,1.2332,2001.9699999999998,1.4356
6451,955.2,9.1,38.212585510261235,1.2331,2002.2375,1.4356
6452,969.9,9.1,38.80220835333653,1.2331,2002.5049999999999,1.4356
6453,984.6,9.1,39.39345442906298,1.2331,2002.7725,1.4356
6454,999.3,9.1,39.98479513444302,1.2331,2003.0399999999997,1.4356
6455,1014.0,9.1,40.576230492196885,1.233,2003.3075,1.4356
6456,1028.7,9.1,41.16611308975949,1.233,2003.5749999999998,1.4356
6457,1043.4,9.1,41.75771401128588,1.233,2003.8425,1.4356
6458,1058.1,9.1,42.34940964578747,1.2329,2004.11,1.4356
6459,720.1,9.3,28.76258188208979,1.2338,1990.9440000000002,1.4356
6460,734.8,9.3,29.35208116960933,1.2338,1991.4792000000002,1.4356
6461,749.5,9.3,29.942870840158204,1.2337,1991.7468,1.4356
6462,764.2,9.3,30.532582204642615,1.2337,1992.0144,1.4356
6463,778.9,9.3,31.122387821153154,1.2336,1992.5496000000003,1.4356
6464,793.6,9.3,31.713554987212277,1.2336,1992.8172000000002,1.4356
6465,808.3,9.3,32.30357285588682,1.2336,1993.0848,1.4356
6466,823.0,9.3,32.893685051958435,1.2335,1993.3524,1.4356
6467,837.7,9.3,33.483891598049404,1.2335,1993.6200000000001,1.4356
6468,852.4,9.3,34.07419251678925,1.2335,1994.1552000000001,1.4356
6469,867.1,9.3,34.664587830814746,1.2334,1994.4228,1.4356
6470,881.8,9.3,35.25507756276987,1.2334,1994.6904,1.4356
6471,896.5,9.3,35.845661735305875,1.2334,1994.2124999999999,1.4356
6472,911.2,9.3,36.43634037108126,1.2333,1994.48,1.4356
6473,925.8,9.3,37.02311445253139,1.2333,1994.7475,1.4356
6474,940.5,9.3,37.61398176291793,1.2333,1995.0149999999996,1.4356
6475,955.2,9.3,38.20494360451164,1.2332,1995.2824999999998,1.4356
6476,969.9,9.3,38.79444822207111,1.2332,1995.55,1.4356
6477,984.6,9.3,39.385575423016924,1.2332,1995.8174999999999,1.4356
6478,999.3,9.3,39.976797215665876,1.2331,1996.085,1.4356
6479,1014.0,9.3,40.568113622724546,1.2331,1996.3524999999997,1.4356
6480,1028.7,9.3,41.15787789069377,1.2331,1996.62,1.4356
6481,1043.4,9.3,41.749359795134446,1.2331,1996.8874999999998,1.4356
6482,1058.1,9.3,42.339242127165775,1.233,1997.155,1.4356
6483,720.1,9.5,28.751097979717322,1.234,1984.4601,1.4356
6484,734.8,9.5,29.34036096470212,1.2339,1983.9864,1.4356
6485,749.5,9.5,29.93091330218442,1.2339,1984.2540000000001,1.4356
6486,764.2,9.5,30.52038819441671,1.2339,1984.7892000000002,1.4356
6487,778.9,9.5,31.10995726325039,1.2338,1985.0568,1.4356
6488,793.6,9.5,31.69962053125624,1.2338,1985.3244,1.4356
6489,808.3,9.5,32.28937802101226,1.2337,1985.592,1.4356
6490,823.0,9.5,32.87922975510367,1.2337,1985.8596000000002,1.4356
6491,837.7,9.5,33.4691757561229,1.2337,1986.3948,1.4356
6492,852.4,9.5,34.0592160466696,1.2336,1986.6624000000002,1.4356
6493,867.1,9.5,34.64935064935065,1.2336,1986.93,1.4356
6494,881.8,9.5,35.23957958678016,1.2336,1987.1976000000002,1.4356
6495,896.5,9.5,35.82990288157947,1.2335,1987.4652000000003,1.4356
6496,911.2,9.5,36.420320556377156,1.2335,1987.7328,1.4356
6497,925.8,9.5,37.00683535196067,1.2335,1988.0004000000001,1.4356
6498,940.5,9.5,37.59744153507895,1.2334,1988.268,1.4356
6499,955.2,9.5,38.18814216607364,1.2334,1988.5356000000002,1.4356
6500,969.9,9.5,38.77738685430993,1.2334,1988.8032000000003,1.4356
6501,984.6,9.5,39.36825269892043,1.2334,1988.3274999999996,1.4356
6502,999.3,9.5,39.95921305182342,1.2333,1988.5949999999998,1.4356
6503,1014.0,9.5,40.548646379013874,1.2333,1988.8625,1.4356
6504,1028.7,9.5,41.13977204559089,1.2333,1989.1299999999999,1.4356
6505,1043.4,9.5,41.730992280926294,1.2332,1989.3975,1.4356
6506,1058.1,9.5,42.32061435085193,1.2332,1989.6649999999997,1.4356
6507,720.1,9.7,28.7338893100834,1.2342,1976.4290999999998,1.4357
6508,734.8,9.7,29.32279819625683,1.2342,1976.9645,1.4356
6509,749.5,9.7,29.911801093506806,1.2342,1977.2322000000001,1.4356
6510,764.2,9.7,30.50089802434644,1.2341,1977.4999000000003,1.4356
6511,778.9,9.7,31.091330033530255,1.2341,1977.7676,1.4356
6512,793.6,9.7,31.68063872255489,1.234,1978.303,1.4356
6513,808.3,9.7,32.27004152028106,1.234,1978.5707,1.4356
6514,823.0,9.7,32.85953844925337,1.234,1978.8384,1.4356
6515,837.7,9.7,33.44912953202364,1.2339,1978.3668,1.4356
6516,852.4,9.7,34.03881479115086,1.2339,1978.6344000000001,1.4356
6517,867.1,9.7,34.62721137334771,1.2339,1978.902,1.4356
6518,881.8,9.7,35.21706138424058,1.2338,1979.1696000000002,1.4356
6519,896.5,9.7,35.807005631665135,1.2338,1979.4372000000003,1.4356
6520,911.2,9.7,36.39704413820651,1.2338,1979.7048,1.4356
6521,925.8,9.7,36.98318219949666,1.2338,1979.9724,1.4356
6522,940.5,9.7,37.571907957814,1.2337,1980.24,1.4356
6523,955.2,9.7,38.16220535357571,1.2337,1980.5076000000001,1.4356
6524,969.9,9.7,38.75259709125779,1.2337,1980.7752000000003,1.4356
6525,984.6,9.7,39.34151116793863,1.2336,1981.0428,1.4356
6526,999.3,9.7,39.93206793206793,1.2336,1981.3104,1.4356
6527,1014.0,9.7,40.52271909842945,1.2336,1981.5780000000002,1.4356
6528,1028.7,9.7,41.11182159699465,1.2336,1981.8456,1.4356
6529,1043.4,9.7,41.702637889688255,1.2335,1981.8456,1.4356
6530,1058.1,9.7,42.29185818777729,1.2335,1982.1132000000002,1.4356
6531,720.1,9.9,28.71097643634624,1.2346,1969.1334,1.4357
6532,734.8,9.9,29.29941385222696,1.2345,1968.6658,1.4357
6533,749.5,9.9,29.88794512900267,1.2345,1968.9335,1.4357
6534,764.2,9.9,30.477785754167662,1.2345,1969.2012000000002,1.4357
6535,778.9,9.9,31.066528398213148,1.2344,1969.4689,1.4357
6536,793.6,9.9,31.655364978061428,1.2344,1970.0043,1.4357
6537,808.3,9.9,32.24429551619594,1.2344,1970.272,1.4357
6538,823.0,9.9,32.83201021263015,1.2343,1970.5397,1.4357
6539,837.7,9.9,33.42110512667065,1.2343,1970.8074000000001,1.4357
6540,852.4,9.9,34.01029405897139,1.2343,1971.0751,1.4357
6541,867.1,9.9,34.59957703204182,1.2342,1971.3428,1.4356
6542,881.8,9.9,35.18895406839857,1.2342,1971.6105,1.4356
6543,896.5,9.9,35.778425190565514,1.2342,1971.8782,1.4356
6544,911.2,9.9,36.36653895274585,1.2341,1972.1459000000002,1.4356
6545,925.8,9.9,36.95218328410633,1.2341,1972.4135999999999,1.4356
6546,940.5,9.9,37.54191282133163,1.2341,1972.6813,1.4356
6547,955.2,9.9,38.130214362700094,1.234,1972.949,1.4356
6548,969.9,9.9,38.72010858716915,1.234,1972.949,1.4356
6549,984.6,9.9,39.30852762695625,1.234,1973.2167000000002,1.4356
6550,999.3,9.9,39.898586600654795,1.234,1973.4844,1.4356
6551,1014.0,9.9,40.48873981792046,1.2339,1973.0148,1.4356
6552,1028.7,9.9,41.077346963223256,1.2339,1973.2824,1.4356
6553,1043.4,9.9,41.66600111812156,1.2339,1973.5500000000002,1.4356
6554,1058.1,9.9,42.25638977635783,1.2339,1973.5500000000002,1.4356
6555,720.1,10.1,28.684671765455708,1.235,1960.5638,1.4357
6556,734.8,10.1,29.272567922874668,1.2349,1960.8316,1.4357
6557,749.5,10.1,29.860557768924302,1.2349,1961.0993999999998,1.4357
6558,764.2,10.1,30.448641326002075,1.2349,1961.3672,1.4357
6559,778.9,10.1,31.03681861651259,1.2348,1961.635,1.4357
6560,793.6,10.1,31.625089662867616,1.2348,1961.9028,1.4357
6561,808.3,10.1,32.213454487486054,1.2348,1962.1706000000001,1.4357
6562,823.0,10.1,32.80060579490654,1.2347,1962.4383999999998,1.4357
6563,837.7,10.1,33.38913468053729,1.2347,1962.7061999999999,1.4357
6564,852.4,10.1,33.977757404233266,1.2347,1962.974,1.4357
6565,867.1,10.1,34.566473988439306,1.2346,1963.2418,1.4357
6566,881.8,10.1,35.15388295327699,1.2346,1963.5096,1.4357
6567,896.5,10.1,35.742763734949364,1.2346,1963.7774,1.4357
6568,911.2,10.1,36.3317384370016,1.2346,1963.3118,1.4357
6569,925.8,10.1,36.91534750189401,1.2345,1963.5795,1.4357
6570,940.5,10.1,37.50448618255772,1.2345,1963.8472000000002,1.4357
6571,955.2,10.1,38.09219971287287,1.2345,1964.1149000000003,1.4357
6572,969.9,10.1,38.68150275185451,1.2344,1964.3826,1.4357
6573,984.6,10.1,39.269333546045544,1.2344,1964.3826,1.4357
6574,999.3,10.1,39.85880100514538,1.2344,1964.6503,1.4357
6575,1014.0,10.1,40.44674910251296,1.2344,1964.9180000000001,1.4357
6576,1028.7,10.1,41.03638104356151,1.2343,1965.1857,1.4357
6577,1043.4,10.1,41.62444648342443,1.2343,1965.4534,1.4357
6578,1058.1,10.1,42.21424296828246,1.2343,1965.4534,1.4357
6579,720.1,10.3,28.653853806056265,1.2354,1952.4551999999996,1.4357
6580,734.8,10.3,29.241115842253965,1.2354,1952.7230999999997,1.4357
6581,749.5,10.3,29.828471365463447,1.2353,1952.991,1.4357
6582,764.2,10.3,30.415920398009952,1.2353,1953.2589,1.4357
6583,778.9,10.3,31.003462962225846,1.2353,1953.5268,1.4357
6584,793.6,10.3,31.58984157312316,1.2353,1953.7946999999997,1.4357
6585,808.3,10.3,32.177547770700635,1.2352,1954.0625999999997,1.4357
6586,823.0,10.3,32.76534755951907,1.2352,1954.3304999999998,1.4357
6587,837.7,10.3,33.35324096193661,1.2352,1954.5983999999999,1.4357
6588,852.4,10.3,33.939876567788176,1.2351,1954.1366,1.4357
6589,867.1,10.3,34.52793373949747,1.2351,1954.4044,1.4357
6590,881.8,10.3,35.11608458444506,1.2351,1954.6722,1.4357
6591,896.5,10.3,35.702907208283555,1.2351,1954.94,1.4357
6592,911.2,10.3,36.291221921299986,1.235,1954.94,1.4357
6593,925.8,10.3,36.874178515951726,1.235,1955.2078,1.4357
6594,940.5,10.3,37.46265684126668,1.235,1955.4756,1.4357
6595,955.2,10.3,38.04971319311664,1.235,1955.7433999999998,1.4357
6596,969.9,10.3,38.638355509521155,1.2349,1956.0112,1.4357
6597,984.6,10.3,39.2255288633919,1.2349,1956.0112,1.4357
6598,999.3,10.3,39.81274900398406,1.2349,1956.279,1.4357
6599,1014.0,10.3,40.40162562754004,1.2349,1956.5468,1.4357
6600,1028.7,10.3,40.98896282424194,1.2348,1956.8146000000002,1.4357
6601,1043.4,10.3,41.576346828179794,1.2348,1956.8146000000002,1.4357
6602,1058.1,10.3,42.165457878377296,1.2348,1957.0823999999998,1.4357
6603,720.1,10.5,28.61968920154207,1.2359,1944.0720000000001,1.4358
6604,734.8,10.5,29.20624826105966,1.2359,1944.3400000000001,1.4358
6605,749.5,10.5,29.792900584330404,1.2359,1944.6080000000002,1.4357
6606,764.2,10.5,30.379646193599683,1.2358,1944.8760000000002,1.4357
6607,778.9,10.5,30.966485111119948,1.2358,1945.144,1.4357
6608,793.6,10.5,31.552162849872772,1.2358,1945.412,1.4357
6609,808.3,10.5,32.139165009940356,1.2357,1944.954,1.4357
6610,823.0,10.5,32.72626053761731,1.2357,1945.2219,1.4357
6611,837.7,10.5,33.31212470672446,1.2357,1945.4898,1.4357
6612,852.4,10.5,33.89938357526347,1.2357,1945.7576999999997,1.4357
6613,867.1,10.5,34.48536430162266,1.2356,1946.0255999999997,1.4357
6614,881.8,10.5,35.07278657226951,1.2356,1946.0255999999997,1.4357
6615,896.5,10.5,35.658883894833146,1.2356,1946.2934999999998,1.4357
6616,911.2,10.5,36.24646962886352,1.2356,1946.5613999999998,1.4357
6617,925.8,10.5,36.82870554538945,1.2355,1946.8293,1.4357
6618,940.5,10.5,37.41645448758752,1.2355,1947.0971999999997,1.4357
6619,955.2,10.5,38.00278496120947,1.2355,1947.0971999999997,1.4357
6620,969.9,10.5,38.58916209119121,1.2355,1947.3650999999998,1.4357
6621,984.6,10.5,39.17714467611014,1.2354,1947.6329999999998,1.4357
6622,999.3,10.5,39.76363853408141,1.2354,1947.6329999999998,1.4357
6623,1014.0,10.5,40.350179068842024,1.2354,1947.9008999999999,1.4357
6624,1028.7,10.5,40.936766285964424,1.2354,1948.1688,1.4357
6625,1043.4,10.5,41.525052732120834,1.2354,1948.4366999999997,1.4357
6626,1058.1,10.5,42.111756746000154,1.2353,1948.4366999999997,1.4357
6627,720.1,10.7,28.583336641130472,1.2365,1935.682,1.4358
6628,734.8,10.7,29.16914771148426,1.2364,1935.9501,1.4358
6629,749.5,10.7,29.755051808329032,1.2364,1936.2182000000003,1.4358
6630,764.2,10.7,30.339844370335083,1.2364,1936.4862999999998,1.4358
6631,778.9,10.7,30.925911220519335,1.2363,1936.7544,1.4358
6632,793.6,10.7,31.512071156289707,1.2363,1936.3000000000002,1.4358
6633,808.3,10.7,32.09704959695032,1.2363,1936.3000000000002,1.4358
6634,823.0,10.7,32.683372383940274,1.2363,1936.5680000000002,1.4358
6635,837.7,10.7,33.26846703733122,1.2362,1936.8360000000002,1.4358
6636,852.4,10.7,33.854952736516005,1.2362,1937.104,1.4358
6637,867.1,10.7,34.440163641418756,1.2362,1937.372,1.4358
6638,881.8,10.7,35.025421035907215,1.2362,1937.372,1.4358
6639,896.5,10.7,35.61213950901724,1.2361,1937.64,1.4358
6640,911.2,10.7,36.19751320859652,1.2361,1937.9080000000001,1.4358
6641,925.8,10.7,36.77896075003972,1.2361,1938.1760000000002,1.4358
6642,940.5,10.7,37.36591179976162,1.2361,1938.1760000000002,1.4358
6643,955.2,10.7,37.95144821009973,1.2361,1938.444,1.4358
6644,969.9,10.7,38.53703115066752,1.236,1938.712,1.4358
6645,984.6,10.7,39.12421521099897,1.236,1938.712,1.4358
6646,999.3,10.7,39.7099145638784,1.236,1938.98,1.4358
6647,1014.0,10.7,40.29566046733429,1.236,1939.2480000000003,1.4358
6648,1028.7,10.7,40.88145292691651,1.236,1939.2480000000003,1.4358
6649,1043.4,10.7,41.46729194817583,1.2359,1939.5160000000003,1.4358
6650,1058.1,10.7,42.05317753666388,1.2359,1939.784,1.4358
6651,720.1,10.9,28.544813097078528,1.237,1927.017,1.4358
6652,734.8,10.9,29.128676762070878,1.237,1927.2852,1.4358
6653,749.5,10.9,29.713764668569617,1.237,1927.5534,1.4358
6654,764.2,10.9,30.297744122427947,1.237,1927.8215999999998,1.4358
6655,778.9,10.9,30.882994330121722,1.2369,1928.0898,1.4358
6656,793.6,10.9,31.46708961141951,1.2369,1927.3709,1.4358
6657,808.3,10.9,32.05250218098184,1.2369,1927.6390000000001,1.4358
6658,823.0,10.9,32.63671332831027,1.2369,1927.9071000000001,1.4358
6659,837.7,10.9,33.22228832044418,1.2368,1928.1752000000001,1.4358
6660,852.4,10.9,33.80661537241215,1.2368,1928.4433,1.4358
6661,867.1,10.9,34.39098877563162,1.2368,1928.4433,1.4358
6662,881.8,10.9,34.97679584308437,1.2368,1928.7114,1.4358
6663,896.5,10.9,35.56128520428401,1.2368,1928.9795000000001,1.4358
6664,911.2,10.9,36.145820936966956,1.2367,1928.9795000000001,1.4358
6665,925.8,10.9,36.727893045582576,1.2367,1929.2476000000001,1.4358
6666,940.5,10.9,37.31254463223042,1.2367,1929.5157000000002,1.4358
6667,955.2,10.9,37.89724261059314,1.2367,1929.5157000000002,1.4358
6668,969.9,10.9,38.481986986192666,1.2366,1929.7838,1.4358
6669,984.6,10.9,39.066777764551844,1.2366,1930.0519,1.4358
6670,999.3,10.9,39.65161495119435,1.2366,1930.0519,1.4358
6671,1014.0,10.9,40.23649855164477,1.2366,1930.32,1.4358
6672,1028.7,10.9,40.82304853367197,1.2366,1930.32,1.4358
6673,1043.4,10.9,41.40804825779824,1.2366,1930.5881000000002,1.4358
6674,1058.1,10.9,41.9930944160019,1.2365,1930.8562000000002,1.4358
6675,720.1,11.0,28.52446028916617,1.2374,1922.4575999999997,1.4358
6676,734.8,11.0,29.107906829345584,1.2373,1922.7258,1.4358
6677,749.5,11.0,29.69257586562079,1.2373,1922.7258,1.4358
6678,764.2,11.0,30.27613802939662,1.2373,1922.994,1.4358
6679,778.9,11.0,30.860969135068743,1.2372,1923.2622000000001,1.4358
6680,793.6,11.0,31.44464696093193,1.2372,1923.5304,1.4358
6681,808.3,11.0,32.02964019654462,1.2372,1923.7985999999999,1.4358
6682,823.0,11.0,32.613433723003766,1.2372,1923.7985999999999,1.4358
6683,837.7,11.0,33.197273519854164,1.2372,1924.0667999999998,1.4358
6684,852.4,11.0,33.782498414711476,1.2371,1924.335,1.4358
6685,867.1,11.0,34.36645396536007,1.2371,1924.335,1.4358
6686,881.8,11.0,34.95045580657947,1.2371,1924.6032,1.4358
6687,896.5,11.0,35.534503943874114,1.2371,1924.8714,1.4358
6688,911.2,11.0,36.120030126451816,1.237,1924.8714,1.4358
6689,925.8,11.0,36.70022992150955,1.237,1925.1395999999997,1.4358
6690,940.5,11.0,37.28444003964321,1.237,1925.4078,1.4358
6691,955.2,11.0,37.868696479543296,1.237,1925.4078,1.4358
6692,969.9,11.0,38.452999246719266,1.237,1925.676,1.4358
6693,984.6,11.0,39.03734834668147,1.2369,1925.9442,1.4358
6694,999.3,11.0,39.62174378494112,1.2369,1925.2261,1.4358
6695,1014.0,11.0,40.207779848526904,1.2369,1925.4942,1.4358
6696,1028.7,11.0,40.79229122055675,1.2369,1925.4942,1.4358
6697,1043.4,11.0,41.37684895110442,1.2369,1925.7622999999999,1.4358
6698,1058.1,11.0,41.961453045685275,1.2369,1925.7622999999999,1.4358
6699,720.1,12.3,28.22593289432424,1.2418,1866.053,1.4361
6700,734.8,12.3,28.803261338246244,1.2418,1866.322,1.4361
6701,749.5,12.3,29.38063504508036,1.2418,1866.322,1.4361
6702,764.2,12.3,29.958054020149753,1.2418,1866.591,1.4361
6703,778.9,12.3,30.53551826877842,1.2418,1866.591,1.4361
6704,793.6,12.3,31.113027796291213,1.2417,1866.591,1.4361
6705,808.3,12.3,31.6905826080138,1.2417,1866.86,1.4361
6706,823.0,12.3,32.26691758801851,1.2417,1866.86,1.4361
6707,837.7,12.3,32.84454028621839,1.2417,1867.1290000000001,1.4361
6708,852.4,12.3,33.42220828105395,1.2417,1867.1290000000001,1.4361
6709,867.1,12.3,33.999921577853584,1.2417,1866.7038000000002,1.4361
6710,881.8,12.3,34.57632435399757,1.2417,1866.7038000000002,1.4361
6711,896.5,12.3,35.154105560348206,1.2417,1866.7038000000002,1.4361
6712,911.2,12.3,35.73193208109486,1.2416,1866.9726999999998,1.4361
6713,925.8,12.3,36.305882352941175,1.2416,1866.9726999999998,1.4361
6714,940.5,12.3,36.88235294117647,1.2416,1866.9726999999998,1.4361
6715,955.2,12.3,37.46029256049257,1.2416,1867.2416,1.4361
6716,969.9,12.3,38.03827751196172,1.2416,1867.2416,1.4361
6717,984.6,12.3,38.61479331712291,1.2416,1867.2416,1.4361
6718,999.3,12.3,39.192846217202025,1.2416,1867.5105,1.4361
6719,1014.0,12.3,39.76938463348629,1.2416,1867.5105,1.4361
6720,1028.7,12.3,40.347505491057426,1.2416,1867.5105,1.4361
6721,1043.4,12.3,40.9256717003334,1.2415,1867.7794000000001,1.4361
6722,1058.1,12.3,41.50225534418513,1.2415,1867.7794000000001,1.4361
6723,720.1,12.5,28.17733604632963,1.2426,1857.3282,1.4362
6724,734.8,12.5,28.75366855801213,1.2425,1857.3282,1.4362
6725,749.5,12.5,29.328898454314224,1.2425,1857.5972999999997,1.4362
6726,764.2,12.5,29.905298583392035,1.2425,1857.5972999999997,1.4362
6727,778.9,12.5,30.481743826556567,1.2425,1857.8663999999999,1.4362
6728,793.6,12.5,31.05823418910457,1.2425,1857.8663999999999,1.4362
6729,808.3,12.5,31.634769676333608,1.2425,1857.8663999999999,1.4361
6730,823.0,12.5,32.21008962467223,1.2425,1858.1354999999999,1.4361
6731,837.7,12.5,32.7866927592955,1.2425,1858.1354999999999,1.4361
6732,852.4,12.5,33.363341030960115,1.2424,1858.4045999999998,1.4361
6733,867.1,12.5,33.938706015891036,1.2424,1858.4045999999998,1.4361
6734,881.8,12.5,34.51542195083764,1.2424,1858.4045999999998,1.4361
6735,896.5,12.5,35.09218303519004,1.2424,1858.6737,1.4361
6736,911.2,12.5,35.667593063764826,1.2424,1858.6737,1.4361
6737,925.8,12.5,36.240507320128394,1.2424,1858.6737,1.4361
6738,940.5,12.5,36.81738109219025,1.2424,1858.9427999999998,1.4361
6739,955.2,12.5,37.39283617146212,1.2424,1858.9427999999998,1.4361
6740,969.9,12.5,37.969777638584404,1.2424,1858.9427999999998,1.4361
6741,984.6,12.5,38.5452552458503,1.2423,1859.2118999999998,1.4361
6742,999.3,12.5,39.122264416865676,1.2423,1859.2118999999998,1.4361
6743,1014.0,12.5,39.69931876908621,1.2423,1859.2118999999998,1.4361
6744,1028.7,12.5,40.27484143763213,1.2423,1859.2118999999998,1.4361
6745,1043.4,12.5,40.85196350965115,1.2423,1859.481,1.4361
6746,1058.1,12.5,41.42750871148349,1.2423,1859.481,1.4361
6747,720.1,12.7,28.12780750751924,1.2433,1848.5964000000001,1.4362
6748,734.8,12.7,28.702003827975467,1.2433,1848.5964000000001,1.4362
6749,749.5,12.7,29.27734375,1.2433,1848.8656,1.4362
6750,764.2,12.7,29.852728622211806,1.2433,1848.8656,1.4362
6751,778.9,12.7,30.428158449878897,1.2433,1848.8656,1.4362
6752,793.6,12.7,31.00242206422377,1.2432,1849.1348,1.4362
6753,808.3,12.7,31.577919287416492,1.2432,1849.1348,1.4362
6754,823.0,12.7,32.15346147835599,1.2432,1849.4040000000002,1.4362
6755,837.7,12.7,32.72776996405688,1.2432,1849.4040000000002,1.4362
6756,852.4,12.7,33.303379566321546,1.2432,1849.4040000000002,1.4362
6757,867.1,12.7,33.879034148628584,1.2432,1849.6732000000002,1.4362
6758,881.8,12.7,34.453387512698285,1.2432,1849.6732000000002,1.4362
6759,896.5,12.7,35.02910952213496,1.2432,1849.6732000000002,1.4362
6760,911.2,12.7,35.604876523913724,1.2432,1849.6732000000002,1.4362
6761,925.8,12.7,36.17536730228196,1.2431,1849.9424000000001,1.4362
6762,940.5,12.7,36.7512015943105,1.2431,1849.9424000000001,1.4362
6763,955.2,12.7,37.325622289086006,1.2431,1849.9424000000001,1.4362
6764,969.9,12.7,37.90152403282532,1.2431,1850.2116,1.4362
6765,984.6,12.7,38.475967174677606,1.2431,1850.2116,1.4362
6766,999.3,12.7,39.05193637891281,1.2431,1850.2116,1.4362
6767,1014.0,12.7,39.626401969596316,1.2431,1850.2116,1.4362
6768,1028.7,12.7,40.20243864311396,1.2431,1850.4808,1.4362
6769,1043.4,12.7,40.776926684383305,1.2431,1850.4808,1.4362
6770,1058.1,12.7,41.35303083597139,1.2431,1850.4808,1.4362
6771,720.1,12.9,28.07735797559169,1.2441,1840.5408,1.4362
6772,734.8,12.9,28.65164158153318,1.244,1839.8576000000003,1.4362
6773,749.5,12.9,29.22596997465393,1.244,1840.1269,1.4362
6774,764.2,12.9,29.79918112692533,1.244,1840.1269,1.4362
6775,778.9,12.9,30.37357666510685,1.244,1840.1269,1.4362
6776,793.6,12.9,30.948017002690793,1.244,1840.3962,1.4362
6777,808.3,12.9,31.521272861989623,1.244,1840.3962,1.4362
6778,823.0,12.9,32.09578036034631,1.244,1840.3962,1.4362
6779,837.7,12.9,32.66905857577412,1.244,1840.6655,1.4362
6780,852.4,12.9,33.24363324363325,1.244,1840.6655,1.4362
6781,867.1,12.9,33.81825273010921,1.2439,1840.6655,1.4362
6782,881.8,12.9,34.391575663026515,1.2439,1840.9348,1.4362
6783,896.5,12.9,34.96626233472445,1.2439,1840.9348,1.4362
6784,911.2,12.9,35.539607629002695,1.2439,1840.9348,1.4362
6785,925.8,12.9,36.11046103440206,1.2439,1841.2041000000002,1.4362
6786,940.5,12.9,36.68382869178563,1.2439,1841.2041000000002,1.4362
6787,955.2,12.9,37.25864960798845,1.2439,1841.2041000000002,1.4362
6788,969.9,12.9,37.83203963022194,1.2439,1841.2041000000002,1.4362
6789,984.6,12.9,38.40692775784054,1.2439,1841.4733999999999,1.4362
6790,999.3,12.9,38.980340146668745,1.2439,1841.4733999999999,1.4362
6791,1014.0,12.9,39.55529549444119,1.2439,1841.4733999999999,1.4362
6792,1028.7,12.9,40.12873025160913,1.2439,1841.4733999999999,1.4362
6793,1043.4,12.9,40.70375282827495,1.2438,1841.7427,1.4362
